gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
637449932	394	100	1	394	1	394	0.0e+00	798.1	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.51	Yes
637449933	473	100	1	473	1	473	0.0e+00	969.1	KO:K01915	glutamine synthetase [EC:6.3.1.2]	EC:6.3.1.2	Yes
637449938	350	100	1	350	1	350	0.0e+00	706.1	KO:K06917	tRNA 2-selenouridine synthase [EC:2.9.1.-]	EC:2.9.1.-	Yes
637449939	117	100	1	117	1	117	0.0e+00	237.3	KO:K08903	photosystem II 13kDa protein		Yes
637449941	305	100	1	305	1	305	0.0e+00	588.2	KO:K03074	preprotein translocase subunit SecF		Yes
637449942	486	100	1	486	1	486	0.0e+00	932.2	KO:K03072	preprotein translocase subunit SecD		Yes
637449943	327	100	1	327	1	327	0.0e+00	650.6	KO:K00162	pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]	EC:1.2.4.1	Yes
637449945	312	100	1	312	1	312	0.0e+00	625.5	KO:K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	EC:2.7.1.148	Yes
637449946	277	100	1	277	1	277	0.0e+00	545.8	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	Yes
637449948	137	100	1	137	1	137	0.0e+00	270.8	KO:K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	EC:2.1.1.177	Yes
637449949	128	100	1	128	1	128	0.0e+00	258.8	KO:K03503	DNA polymerase V [EC:3.4.21.-]	EC:3.4.21.-	Yes
637449950	430	100	1	430	1	430	0.0e+00	841.6	KO:K03502	DNA polymerase V		Yes
637449952	678	100	1	678	1	678	0.0e+00	1357	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
637449955	219	100	1	219	1	219	0.0e+00	429.5	KO:K03550	holliday junction DNA helicase RuvA [EC:3.6.4.12]	EC:3.6.4.12	Yes
637449956	89	100	1	89	1	89	1.2e-43	176.8	KO:K02956	small subunit ribosomal protein S15		Yes
637449958	1165	100	1	1165	1	1165	0.0e+00	2303.1	KO:K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	EC:2.7.7.7	Yes
637449959	484	100	1	484	1	484	0.0e+00	966.8	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
637449959	484	100	1	484	1	484	0.0e+00	966.8	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
637449961	428	100	1	428	1	428	0.0e+00	854.4	KO:K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	EC:2.1.1.185	Yes
637449962	130	100	1	130	1	130	0.0e+00	268.1	KO:K11145	ribonuclease III family protein [EC:3.1.26.-]	EC:3.1.26.-	Yes
637449964	380	100	1	380	1	380	0.0e+00	773.1	KO:K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
637449965	343	100	1	343	1	343	0.0e+00	670.6	KO:K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	EC:2.4.2.18	Yes
637449967	581	100	1	581	1	581	0.0e+00	1107	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
637449968	242	100	1	242	1	242	0.0e+00	516.9	KO:K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	EC:1.8.4.11	Yes
637449970	266	100	1	266	1	266	0.0e+00	515.8	KO:K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	EC:3.6.1.27	Yes
637449973	318	100	1	318	1	318	0.0e+00	656.4	KO:K15918	D-glycerate 3-kinase [EC:2.7.1.31]	EC:2.7.1.31	Yes
637449974	267	100	1	267	1	267	0.0e+00	538.9	KO:K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	EC:3.1.3.70	Yes
637449975	585	100	1	585	1	585	0.0e+00	1186.4	KO:K00690	sucrose phosphorylase [EC:2.4.1.7]	EC:2.4.1.7	Yes
637449977	569	100	1	569	1	569	0.0e+00	1148.7	KO:K01428	urease subunit alpha [EC:3.5.1.5]	EC:3.5.1.5	Yes
637449978	106	100	1	106	1	106	0.0e+00	217.2	KO:K01429	urease subunit beta [EC:3.5.1.5]	EC:3.5.1.5	Yes
637449979	100	100	1	100	1	100	0.0e+00	198	KO:K01430	urease subunit gamma [EC:3.5.1.5]	EC:3.5.1.5	Yes
637449980	297	100	1	297	1	297	0.0e+00	603.2	KO:K03190	urease accessory protein		Yes
637449981	154	100	1	154	1	154	0.0e+00	308.1	KO:K03187	urease accessory protein		Yes
637449982	228	100	1	228	1	228	0.0e+00	455.7	KO:K03188	urease accessory protein		Yes
637449983	201	100	1	201	1	201	0.0e+00	399.8	KO:K03189	urease accessory protein		Yes
637449984	439	100	1	439	1	439	0.0e+00	886.3	KO:K11959	urea transport system substrate-binding protein		Yes
637449985	384	100	1	384	1	384	0.0e+00	734.2	KO:K11960	urea transport system permease protein		Yes
637449986	378	100	1	378	1	378	0.0e+00	750.7	KO:K11961	urea transport system permease protein		Yes
637449987	251	100	1	251	1	251	0.0e+00	490	KO:K11962	urea transport system ATP-binding protein		Yes
637449988	236	100	1	236	1	236	0.0e+00	459.9	KO:K11963	urea transport system ATP-binding protein		Yes
637449990	329	100	1	329	1	329	0.0e+00	648.3	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
637449991	263	100	1	263	1	263	0.0e+00	532.3	KO:K01992	ABC-2 type transport system permease protein		Yes
637449992	264	100	1	264	1	264	0.0e+00	521.5	KO:K01992	ABC-2 type transport system permease protein		Yes
637449995	270	100	1	270	1	270	0.0e+00	524.2	KO:K07090			Yes
637450001	58	100	1	58	1	58	9.9e-26	116.7	KO:K02970	small subunit ribosomal protein S21		Yes
637450003	201	100	1	201	1	201	0.0e+00	397.5	KO:K00876	uridine kinase [EC:2.7.1.48]	EC:2.7.1.48	Yes
637450007	232	83.9	1	224	1	224	0.0e+00	396	KO:K01256	aminopeptidase N [EC:3.4.11.2]	EC:3.4.11.2	Yes
637450016	869	100	1	869	1	869	0.0e+00	1739.9	KO:K01256	aminopeptidase N [EC:3.4.11.2]	EC:3.4.11.2	Yes
637450018	390	100	1	390	1	390	0.0e+00	757.7	KO:K08289	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]	EC:2.1.2.2	Yes
637450020	170	100	1	170	1	170	0.0e+00	344.4	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
637450026	137	100	1	137	1	137	0.0e+00	276.2	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
637450044	262	100	1	262	1	262	0.0e+00	497.3	KO:K02075	zinc/manganese transport system permease protein		Yes
637450045	131	100	1	131	1	131	0.0e+00	275	KO:K03711	Fur family transcriptional regulator, ferric uptake regulator		Yes
637450046	249	100	1	249	1	249	0.0e+00	486.5	KO:K02074	zinc/manganese transport system ATP-binding protein		Yes
637450047	473	100	1	473	1	473	0.0e+00	943	KO:K02077	zinc/manganese transport system substrate-binding protein		Yes
637450059	325	100	1	325	1	325	0.0e+00	666.8	KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	Yes
637450063	340	100	1	340	1	340	0.0e+00	654.1	KO:K02033	peptide/nickel transport system permease protein		Yes
637450064	523	100	1	523	1	523	0.0e+00	1032.7	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
637450066	433	100	1	433	1	433	0.0e+00	840.5	KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	Yes
637450067	141	100	1	141	1	141	0.0e+00	282.3	KO:K02426	cysteine desulfuration protein SufE		Yes
637450068	185	63.8	1	185	1	185	0.0e+00	256.1	KO:K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	EC:6.3.3.2	Yes
637450069	157	100	1	157	1	157	0.0e+00	309.7	KO:K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	EC:3.1.22.4	Yes
637450070	362	100	1	362	1	362	0.0e+00	702.2	KO:K03405	magnesium chelatase subunit I [EC:6.6.1.1]	EC:6.6.1.1	Yes
637450071	247	100	1	247	1	247	0.0e+00	490.3	KO:K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
637450073	39	100	1	39	1	39	1.1e-15	82.8	KO:K02640	cytochrome b6-f complex subunit 5		Yes
637450075	205	100	1	205	1	205	0.0e+00	416	KO:K02501	glutamine amidotransferase [EC:2.4.2.-]	EC:2.4.2.-	Yes
637450076	107	100	1	107	1	107	0.0e+00	217.6	KO:K03671	thioredoxin 1		Yes
637450077	387	100	1	387	1	387	0.0e+00	756.5	KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	Yes
637450078	867	100	1	867	1	867	0.0e+00	1679.1	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	Yes
637450079	403	100	1	403	1	403	0.0e+00	809.3	KO:K06443	lycopene beta-cyclase [EC:5.5.1.19]	EC:5.5.1.19	Yes
637450081	546	100	1	546	1	546	0.0e+00	1066.2	KO:K01649	2-isopropylmalate synthase [EC:2.3.3.13]	EC:2.3.3.13	Yes
637450083	490	100	1	490	1	490	0.0e+00	961.1	KO:K07037			Yes
637450084	298	100	1	298	1	298	0.0e+00	580.1	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:1.5.1.5	Yes
637450084	298	100	1	298	1	298	0.0e+00	580.1	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:3.5.4.9	Yes
637450085	300	100	1	300	1	300	0.0e+00	586.3	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	Yes
637450085	300	100	1	300	1	300	0.0e+00	586.3	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	Yes
637450085	300	100	1	300	1	300	0.0e+00	586.3	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	Yes
637450086	159	100	1	159	1	159	0.0e+00	308.5	KO:K09775	hypothetical protein		Yes
637450087	464	100	1	464	1	464	0.0e+00	944.5	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.11	Yes
637450087	464	100	1	464	1	464	0.0e+00	944.5	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.9	Yes
637450089	507	100	1	507	1	507	0.0e+00	1031.9	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49]	EC:1.1.1.49	Yes
637450090	370	100	1	370	1	370	0.0e+00	748.4	KO:K02641	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	Yes
637450093	372	100	1	372	1	372	0.0e+00	731.1	KO:K08479	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	EC:2.7.13.3	Yes
637450096	331	100	1	331	1	331	0.0e+00	644	KO:K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	EC:2.7.6.1	Yes
637450097	506	100	1	506	1	506	0.0e+00	1069.3	KO:K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	EC:2.4.1.25	Yes
637450100	465	100	1	465	1	465	0.0e+00	939.1	KO:K01582	lysine decarboxylase [EC:4.1.1.18]	EC:4.1.1.18	Yes
637450101	285	100	1	285	1	285	0.0e+00	558.9	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	Yes
637450103	364	100	1	364	1	364	0.0e+00	722.2	KO:K00005	glycerol dehydrogenase [EC:1.1.1.6]	EC:1.1.1.6	Yes
637450104	842	100	1	842	1	842	0.0e+00	1615.5	KO:K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		Yes
637450105	144	100	1	144	1	144	0.0e+00	288.5	KO:K03789	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	EC:2.3.1.128	Yes
637450106	457	100	1	457	1	457	0.0e+00	925.2	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
637450108	272	100	1	272	1	272	0.0e+00	538.5	KO:K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	EC:2.5.1.31	Yes
637450109	335	100	1	335	1	335	0.0e+00	677.2	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	Yes
637450110	310	100	1	310	1	310	0.0e+00	629.8	KO:K07146	UPF0176 protein		Yes
637450112	299	100	1	299	1	299	0.0e+00	603.2	KO:K03644	lipoic acid synthetase [EC:2.8.1.8]	EC:2.8.1.8	Yes
637450113	199	100	1	199	1	199	0.0e+00	392.1	KO:K06187	recombination protein RecR		Yes
637450114	185	100	1	185	1	185	0.0e+00	372.1	KO:K02717	photosystem II oxygen-evolving enhancer protein 2		Yes
637450115	590	100	1	590	1	590	0.0e+00	1138.6	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
637450117	592	100	1	592	1	592	0.0e+00	1161	KO:K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	EC:3.6.4.13	Yes
637450118	562	100	1	562	1	562	0.0e+00	1116.3	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
637450119	1209	100	1	1209	1	1209	0.0e+00	2424.4	KO:K03582	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
637450121	1057	100	1	1057	1	1057	0.0e+00	2109	KO:K03583	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
637450123	238	100	1	238	1	238	0.0e+00	464.2	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
637450127	107	100	1	107	1	107	0.0e+00	216.9	KO:K07390	monothiol glutaredoxin		Yes
637450131	533	100	1	533	1	533	0.0e+00	1084.7	KO:K09835	prolycopene isomerase [EC:5.2.1.13]	EC:5.2.1.13	Yes
637450132	470	100	1	470	1	470	0.0e+00	930.6	KO:K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme		Yes
637450133	38	100	1	38	1	38	2.0e-14	78.6	KO:K02723	photosystem II PsbY protein		Yes
637450139	171	100	1	171	1	171	0.0e+00	336.3	KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	Yes
637450141	234	56.7	36	234	19	218	0.0e+00	221.9	KO:K03192	urease accessory protein		Yes
637450156	363	100	1	363	1	363	0.0e+00	702.2	KO:K06942			Yes
637450157	353	100	1	353	1	353	0.0e+00	677.6	KO:K02005	HlyD family secretion protein		Yes
637450158	976	100	1	976	1	976	0.0e+00	1923.7	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	Yes
637450159	492	100	1	492	1	492	0.0e+00	994.6	KO:K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	EC:6.1.1.16	Yes
637450160	404	100	1	404	1	404	0.0e+00	805.8	KO:K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	EC:1.1.1.267	Yes
637450162	363	100	1	363	1	363	0.0e+00	742.3	KO:K07019			Yes
637450163	478	100	1	478	1	478	0.0e+00	915.2	KO:K00325	NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	EC:1.6.1.2	Yes
637450164	98	100	1	98	1	98	0.0e+00	191.8	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
637450165	376	100	1	376	1	376	0.0e+00	719.2	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
637450168	458	100	1	458	1	458	0.0e+00	916	KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	Yes
637450169	88	100	1	88	1	88	5.6e-45	181.4	KO:K02518	translation initiation factor IF-1		Yes
637450171	32	100	1	32	1	32	1.1e-10	65.9	KO:K02643	cytochrome b6-f complex subunit 7		Yes
637450173	174	100	1	174	1	174	0.0e+00	327.4	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
637450174	177	100	1	177	1	177	0.0e+00	355.5	KO:K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	EC:5.2.1.8	Yes
637450176	358	100	1	358	1	358	0.0e+00	736.9	KO:K02706	photosystem II P680 reaction center D2 protein		Yes
637450177	460	100	1	460	1	460	0.0e+00	959.5	KO:K02705	photosystem II CP43 chlorophyll apoprotein		Yes
637450178	208	100	1	208	1	208	0.0e+00	412.9	KO:K06287	septum formation protein		Yes
637450179	509	100	1	509	1	509	0.0e+00	1032.3	KO:K02232	adenosylcobyric acid synthase [EC:6.3.5.10]	EC:6.3.5.10	Yes
637450184	340	100	1	340	1	340	0.0e+00	675.2	KO:K02012	iron(III) transport system substrate-binding protein		Yes
637450185	289	100	1	289	1	289	0.0e+00	615.5	KO:K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
637450191	174	100	1	174	1	174	0.0e+00	354.8	KO:K03839	flavodoxin I		Yes
637450193	90	100	1	90	1	90	2.1e-43	176	KO:K15383	MtN3 and saliva related transmembrane protein		Yes
637450195	261	67.7	1	260	1	260	0.0e+00	348.2	KO:K07088			Yes
637450198	364	100	1	364	1	364	0.0e+00	739.2	KO:K03867	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	EC:2.4.1.-	Yes
637450200	269	100	1	269	1	269	0.0e+00	523.5	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	Yes
637450201	127	100	1	127	1	127	0.0e+00	255	KO:K06208	chorismate mutase [EC:5.4.99.5]	EC:5.4.99.5	Yes
637450203	45	100	1	45	1	45	4.5e-18	90.9	KO:K02914	large subunit ribosomal protein L34		Yes
637450204	129	100	1	129	1	129	0.0e+00	260.8	KO:K03536	ribonuclease P protein component [EC:3.1.26.5]	EC:3.1.26.5	Yes
637450206	379	100	1	379	1	379	0.0e+00	740.7	KO:K03217	YidC/Oxa1 family membrane protein insertase		Yes
637450208	424	100	1	424	1	424	0.0e+00	848.6	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	Yes
637450209	359	100	1	359	1	359	0.0e+00	688.7	KO:K01417	putative zinc metalloprotease [EC:3.4.24.-]	EC:3.4.24.-	Yes
637450210	100	100	1	100	1	100	0.0e+00	206.8	KO:K02954	small subunit ribosomal protein S14		Yes
637450211	721	100	1	721	1	721	0.0e+00	1406.7	KO:K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	EC:2.7.7.8	Yes
637450212	313	100	1	313	1	313	0.0e+00	635.2	KO:K01082	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	EC:3.1.3.7	Yes
637450213	287	100	1	287	1	287	0.0e+00	562	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
637450216	485	100	1	485	1	485	0.0e+00	968.4	KO:K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
637450220	370	40.1	12	367	11	368	0.0e+00	292.4	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
637450221	317	100	1	317	1	317	0.0e+00	620.9	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
637450222	349	100	1	349	1	349	0.0e+00	711.1	KO:K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]	EC:5.1.3.10	Yes
637450223	284	48.2	2	279	1	280	0.0e+00	255.4	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
637450224	360	100	1	360	1	360	0.0e+00	746.5	KO:K01709	CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	EC:4.2.1.45	Yes
637450225	255	100	1	255	1	255	0.0e+00	540	KO:K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	EC:2.7.7.33	Yes
637450226	399	100	1	399	1	399	0.0e+00	801.6	KO:K12452	CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase		Yes
637450228	317	100	1	317	1	317	0.0e+00	637.5	KO:K02377	GDP-L-fucose synthase [EC:1.1.1.271]	EC:1.1.1.271	Yes
637450229	357	100	1	357	1	357	0.0e+00	723	KO:K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	EC:4.2.1.47	Yes
637450230	363	100	1	363	1	363	0.0e+00	746.1	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
637450231	341	100	1	341	1	341	0.0e+00	691.4	KO:K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	EC:5.1.3.6	Yes
637450232	388	100	1	388	1	388	0.0e+00	758.8	KO:K01991	polysaccharide export outer membrane protein		Yes
637450235	216	38.7	24	183	1	168	3.6e-20	100.1	KO:K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	EC:3.1.3.82	Yes
637450235	216	38.7	24	183	1	168	3.6e-20	100.1	KO:K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	EC:3.1.3.83	Yes
637450237	239	100	1	239	1	239	0.0e+00	488.4	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
637450238	203	100	1	203	1	203	0.0e+00	414.8	KO:K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	EC:5.3.1.28	Yes
637450245	351	100	1	351	1	351	0.0e+00	686	KO:K01991	polysaccharide export outer membrane protein		Yes
637450246	603	100	1	603	1	603	0.0e+00	1155.6	KO:K16692	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]	EC:2.7.10.-	Yes
637450250	324	100	1	324	1	324	0.0e+00	652.5	KO:K00161	pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]	EC:1.2.4.1	Yes
637450254	279	100	1	279	1	279	0.0e+00	558.9	KO:K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	EC:1.1.1.133	Yes
637450255	343	100	1	343	1	343	0.0e+00	686.4	KO:K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	EC:1.1.1.1	Yes
637450255	343	100	1	343	1	343	0.0e+00	686.4	KO:K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	EC:1.1.1.284	Yes
637450256	276	100	1	276	1	276	0.0e+00	569.3	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
637450257	305	100	1	305	1	305	0.0e+00	605.9	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
637450260	594	100	1	594	1	594	0.0e+00	1144.4	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
637450261	223	60.2	3	223	2	219	0.0e+00	277.7	KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	Yes
637450267	610	100	1	610	1	610	0.0e+00	1238	KO:K00612	carbamoyltransferase [EC:2.1.3.-]	EC:2.1.3.-	Yes
637450272	617	100	1	617	1	617	0.0e+00	1253	KO:K00612	carbamoyltransferase [EC:2.1.3.-]	EC:2.1.3.-	Yes
637450279	329	100	1	329	1	329	0.0e+00	681.4	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
637450281	388	40.8	22	382	2	363	0.0e+00	275.8	KO:K00837			Yes
637450282	311	100	1	311	1	311	0.0e+00	636.3	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
637450283	474	100	1	474	1	474	0.0e+00	951.4	KO:K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	EC:1.1.1.22	Yes
637450284	207	100	1	207	1	207	0.0e+00	415.6	KO:K01356	repressor LexA [EC:3.4.21.88]	EC:3.4.21.88	Yes
637450285	308	100	1	308	1	308	0.0e+00	615.5	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	Yes
637450286	620	100	1	620	1	620	0.0e+00	1197.2	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
637450287	362	100	1	362	1	362	0.0e+00	734.2	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:1.1.1.193	Yes
637450287	362	100	1	362	1	362	0.0e+00	734.2	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:3.5.4.26	Yes
637450290	426	100	1	426	1	426	0.0e+00	845.9	KO:K00595	precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	EC:2.1.1.132	Yes
637450291	302	100	1	302	1	302	0.0e+00	606.7	KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	Yes
637450292	335	100	1	335	1	335	0.0e+00	673.7	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
637450293	269	100	1	269	1	269	0.0e+00	547	KO:K03787	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
637450295	307	100	1	307	1	307	0.0e+00	600.1	KO:K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	EC:2.7.1.26	Yes
637450295	307	100	1	307	1	307	0.0e+00	600.1	KO:K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	EC:2.7.7.2	Yes
637450296	351	100	1	351	1	351	0.0e+00	685.6	KO:K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	EC:2.5.1.3	Yes
637450297	69	100	1	69	1	69	2.4e-31	135.6	KO:K03154	sulfur carrier protein		Yes
637450300	218	100	1	218	1	218	0.0e+00	422.9	KO:K06898			Yes
637450302	407	100	1	407	1	407	0.0e+00	819.7	KO:K01770	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	EC:4.6.1.12	Yes
637450303	303	100	1	303	1	303	0.0e+00	595.5	KO:K03595	GTP-binding protein Era		Yes
637450305	245	100	1	245	1	245	0.0e+00	466.5	KO:K06890			Yes
637450306	318	100	1	318	1	318	0.0e+00	616.7	KO:K06217	phosphate starvation-inducible protein PhoH and related proteins		Yes
637450307	114	100	1	114	1	114	0.0e+00	220.3	KO:K02959	small subunit ribosomal protein S16		Yes
