gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
637450336	369	288	354	ProSiteProfiles	PS50926	IPR002792	TRAM domain	
637450336	369	162	287	SUPERFAMILY	SSF88723			
637450337	220	13	215	SUPERFAMILY	SSF52096			
637450338	201	93	104	ProSitePatterns	PS00381	IPR018215	ClpP, active site	GO:0004252|GO:0006508
637450338	201	115	128	ProSitePatterns	PS00382	IPR018215	ClpP, active site	GO:0004252|GO:0006508
637450338	201	15	197	SUPERFAMILY	SSF52096			
637450339	329	184	328	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
637450339	329	3	183	SUPERFAMILY	SSF51735			
637450341	88	44	79	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450345	91	1	90	SMART	SM00411	IPR000119	Histone-like bacterial DNA-binding protein	GO:0003677
637450345	91	1	90	SUPERFAMILY	SSF47729	IPR010992	Integration host factor (IHF)-like DNA-binding domain	GO:0003677
637450345	91	46	65	ProSitePatterns	PS00045	IPR020816	Histone-like DNA-binding protein, conserved site	GO:0003677
637450346	677	7	142	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
637450346	677	135	560	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
637450346	677	574	665	SUPERFAMILY	SSF51011			
637450348	449	4	402	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
637450353	239	9	234	SMART	SM00934	IPR001754	Orotidine 5'-phosphate decarboxylase domain	GO:0004590|GO:0006207
637450353	239	8	238	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
637450353	239	60	73	ProSitePatterns	PS00156	IPR018089	Orotidine 5'-phosphate decarboxylase, active site	GO:0004590|GO:0006207
637450354	412	348	411	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
637450354	412	348	412	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
637450354	412	24	326	SUPERFAMILY	SSF52374			
637450354	412	308	407	SUPERFAMILY	SSF55174			
637450357	491	339	346	ProSitePatterns	PS00631	IPR000819	Peptidase M17, leucyl aminopeptidase, C-terminal	GO:0004177|GO:0005622|GO:0006508
637450357	491	1	174	SUPERFAMILY	SSF52949			
637450357	491	171	489	SUPERFAMILY	SSF53187			
637450358	200	5	183	SUPERFAMILY	SSF55068	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114
637450359	392	25	312	SUPERFAMILY	SSF53756			
637450360	280	15	238	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
637450361	152	14	149	SUPERFAMILY	SSF54637			
637450362	278	12	129	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637450362	278	141	276	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637450364	242	87	101	ProSitePatterns	PS01057	IPR018236	SAICAR synthetase, conserved site	GO:0004639|GO:0006164
637450364	242	174	182	ProSitePatterns	PS01058	IPR018236	SAICAR synthetase, conserved site	GO:0004639|GO:0006164
637450364	242	4	238	SUPERFAMILY	SSF56104			
637450365	445	342	435	SUPERFAMILY	SSF51246	IPR011054	Rudiment single hybrid motif	
637450365	445	123	328	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
637450365	445	15	117	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
637450365	445	302	309	ProSitePatterns	PS00184	IPR020559	Phosphoribosylglycinamide synthetase, conserved site	GO:0004637|GO:0009113
637450365	445	118	333	SUPERFAMILY	SSF56059			
637450366	689	290	408	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
637450366	689	295	369	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
637450366	689	297	363	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
637450366	689	473	664	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
637450366	689	529	663	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
637450366	689	234	286	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
637450366	689	234	286	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
637450366	689	416	484	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
637450366	689	423	663	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
637450366	689	403	485	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
637450366	689	235	284	SUPERFAMILY	SSF158472			
637450367	509	15	256	ProSiteProfiles	PS51146	IPR010624	KaiC domain	GO:0005524
637450367	509	257	489	ProSiteProfiles	PS51146	IPR010624	KaiC domain	GO:0005524
637450367	509	14	243	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450367	509	252	487	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450368	107	4	95	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637450369	146	88	110	ProSitePatterns	PS01169	IPR018258	Ribosomal protein L21, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
637450369	146	17	118	SUPERFAMILY	SSF141091			
637450370	86	34	48	ProSitePatterns	PS00831	IPR018261	Ribosomal protein L27, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
637450370	86	2	76	SUPERFAMILY	SSF110324			
637450371	223	36	206	SUPERFAMILY	SSF53335			
637450372	305	4	235	SUPERFAMILY	SSF55120	IPR020103	Pseudouridine synthase, catalytic domain	GO:0001522|GO:0003723|GO:0009451|GO:0009982
637450374	312	1	311	SUPERFAMILY	SSF56281			
637450375	192	53	151	SUPERFAMILY	SSF141571			
637450377	99	3	97	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637450377	99	4	96	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637450377	99	42	50	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
637450378	300	44	297	SUPERFAMILY	SSF53335			
637450379	528	456	528	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
637450379	528	142	169	ProSitePatterns	PS00065	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
637450379	528	2	124	SUPERFAMILY	SSF52283			
637450379	528	99	282	SUPERFAMILY	SSF51735			
637450379	528	319	450	SUPERFAMILY	SSF143548			
637450379	528	452	521	SUPERFAMILY	SSF55021			
637450381	263	189	248	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
637450381	263	189	249	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
637450381	263	61	132	SUPERFAMILY	SSF55174			
637450381	263	186	247	SUPERFAMILY	SSF55174			
637450383	207	121	169	ProSiteProfiles	PS50244	IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	GO:0005737|GO:0006629|GO:0016021|GO:0016627
637450384	183	6	183	SUPERFAMILY	SSF50475	IPR012349	FMN-binding split barrel	GO:0010181|GO:0016491|GO:0055114
637450386	379	6	204	SUPERFAMILY	SSF48173	IPR005101	DNA photolyase, FAD-binding/Cryptochrome, C-terminal	GO:0003913|GO:0006281
637450387	309	21	261	SUPERFAMILY	SSF51735			
637450390	473	323	463	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
637450390	473	83	332	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
637450390	473	11	108	SUPERFAMILY	SSF51984			
637450392	243	7	241	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
637450395	250	28	170	SMART	SM00065	IPR003018	GAF domain	GO:0005515
637450395	250	30	163	SUPERFAMILY	SSF55781			
637450396	414	1	195	SUPERFAMILY	SSF51905			
637450396	414	186	351	SUPERFAMILY	SSF160996			
637450396	414	348	405	SUPERFAMILY	SSF51905			
637450397	291	39	135	SUPERFAMILY	SSF103481			
637450398	92	22	88	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
637450402	92	1	79	ProSiteProfiles	PS50102	IPR000504	RNA recognition motif domain	GO:0003676
637450402	92	2	75	SMART	SM00360	IPR000504	RNA recognition motif domain	GO:0003676
637450402	92	2	89	SUPERFAMILY	SSF54928			
637450403	331	1	328	SUPERFAMILY	SSF51735			
637450405	294	40	82	SUPERFAMILY	SSF102405			
637450405	294	119	284	SUPERFAMILY	SSF102405			
637450406	225	4	213	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
637450407	212	2	197	SUPERFAMILY	SSF143081	IPR003738	Protein of unknown function DUF159	
637450409	207	3	202	SUPERFAMILY	SSF53335			
637450410	35	3	33	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450411	46	12	42	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450415	210	100	197	ProSiteProfiles	PS51471	IPR005123	Oxoglutarate/iron-dependent dioxygenase	GO:0016491|GO:0016706|GO:0055114
637450416	42	6	36	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450417	74	4	44	SUPERFAMILY	SSF47598	IPR010985	Ribbon-helix-helix	GO:0006355
637450422	42	6	35	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450423	86	45	82	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450424	69	34	63	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450429	133	20	69	SMART	SM00507	IPR003615	HNH nuclease	
637450430	51	16	47	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450438	142	51	129	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
637450441	326	59	254	SUPERFAMILY	SSF53474			
637450443	135	28	135	ProSiteProfiles	PS50830	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	GO:0003676|GO:0016788
637450443	135	29	133	SUPERFAMILY	SSF50199	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	GO:0003676|GO:0016788
637450451	446	232	423	SUPERFAMILY	SSF50494	IPR009003	Trypsin-like cysteine/serine peptidase domain	GO:0003824
637450454	153	2	151	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
637450456	123	4	120	SUPERFAMILY	SSF54447	IPR009044	ssDNA-binding transcriptional regulator	GO:0003677|GO:0006355
637450458	521	174	187	ProSitePatterns	PS00329	IPR018181	Heat shock protein 70, conserved site	
637450458	521	333	347	ProSitePatterns	PS01036	IPR018181	Heat shock protein 70, conserved site	
637450458	521	9	166	SUPERFAMILY	SSF53067			
637450458	521	169	190	SUPERFAMILY	SSF53067			
637450458	521	222	374	SUPERFAMILY	SSF53067			
637450459	180	10	171	SUPERFAMILY	SSF53271			
637450460	540	90	316	SUPERFAMILY	SSF64158	IPR011258	BPG-independent PGAM, N-terminal	GO:0004619|GO:0005737|GO:0006007|GO:0030145
637450460	540	18	90	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
637450460	540	314	525	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
637450462	544	1	227	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0005524|GO:0044267
637450462	544	371	525	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0005524|GO:0044267
637450462	544	403	414	ProSitePatterns	PS00296	IPR018370	Chaperonin Cpn60, conserved site	GO:0005524|GO:0005737|GO:0006457
637450462	544	184	374	SUPERFAMILY	SSF52029	IPR027409	GroEL-like apical domain	
637450463	103	10	102	SUPERFAMILY	SSF50129	IPR011032	GroES (chaperonin 10)-like	
637450463	103	11	35	ProSitePatterns	PS00681	IPR018369	Chaperonin Cpn10, conserved site	GO:0005524|GO:0006457
637450463	103	10	102	SMART	SM00883	IPR020818	Chaperonin Cpn10	GO:0005737|GO:0006457
637450464	486	367	483	SUPERFAMILY	SSF47917	IPR000793	ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal	GO:0015991|GO:0016820|GO:0033178
637450464	486	156	348	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450464	486	12	89	SUPERFAMILY	SSF50615	IPR004100	ATPase, F1 complex alpha/beta subunit, N-terminal domain	GO:0015992|GO:0046034
637450464	486	355	364	ProSitePatterns	PS00152	IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	GO:0005524
637450464	486	91	369	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450465	134	1	83	SUPERFAMILY	SSF51344	IPR020546	ATPase, F1 complex, delta/epsilon subunit, N-terminal	GO:0015986|GO:0045261|GO:0046933|GO:0046961
637450468	441	177	439	SUPERFAMILY	SSF55920	IPR000994	Peptidase M24, structural domain	
637450468	441	351	363	ProSitePatterns	PS00491	IPR001131	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site	
637450468	441	4	138	SMART	SM01011	IPR007865	Aminopeptidase P N-terminal domain	GO:0004177|GO:0030145
637450468	441	5	176	SUPERFAMILY	SSF53092			
637450469	325	204	265	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
637450469	325	266	325	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
637450469	325	187	321	SUPERFAMILY	SSF54631			
637450470	413	15	197	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450471	193	6	190	SUPERFAMILY	SSF52374			
637450472	565	1	281	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
637450472	565	5	264	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
637450472	565	267	550	SUPERFAMILY	SSF52402			
637450475	108	4	94	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637450475	108	5	94	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637450476	316	2	202	SUPERFAMILY	SSF52943	IPR023633	ATPase, F1 complex, gamma subunit domain	
637450476	316	234	314	SUPERFAMILY	SSF52943	IPR023633	ATPase, F1 complex, gamma subunit domain	
637450477	505	373	500	SUPERFAMILY	SSF47917	IPR000793	ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal	GO:0015991|GO:0016820|GO:0033178
637450477	505	11	95	SUPERFAMILY	SSF50615	IPR004100	ATPase, F1 complex alpha/beta subunit, N-terminal domain	GO:0015992|GO:0046034
637450477	505	356	365	ProSitePatterns	PS00152	IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	GO:0005524
637450477	505	97	371	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450478	180	5	107	SUPERFAMILY	SSF47928	IPR026015	F1F0 ATP synthase OSCP/delta subunit, N-terminal domain	
637450480	153	78	134	SUPERFAMILY	SSF81573			
637450481	81	3	79	SUPERFAMILY	SSF81333	IPR002379	V-ATPase proteolipid subunit C-like domain	GO:0015078|GO:0015991|GO:0033177
637450481	81	40	61	ProSitePatterns	PS00605	IPR020537	ATPase, F0 complex, subunit C, DCCD-binding site	
637450482	241	83	234	SUPERFAMILY	SSF81336	IPR000568	ATPase, F0 complex, subunit A	GO:0015078|GO:0015986|GO:0045263
637450482	241	179	188	ProSitePatterns	PS00449	IPR023011	ATPase, F0 complex, subunit A, active site	
637450487	136	14	126	SUPERFAMILY	SSF55620			
637450489	112	1	112	ProSiteProfiles	PS51343	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
637450489	112	4	105	SMART	SM00938	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
637450489	112	1	112	SUPERFAMILY	SSF54913	IPR011322	Nitrogen regulatory PII-like, alpha/beta	
637450489	112	83	96	ProSitePatterns	PS00638	IPR017918	Nitrogen regulatory protein PII, conserved site	GO:0006808|GO:0030234
637450490	270	5	66	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
637450490	270	5	67	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
637450490	270	5	72	SUPERFAMILY	SSF55174			
637450490	270	61	249	SUPERFAMILY	SSF53335			
637450491	431	3	428	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
637450491	431	349	430	SMART	SM00998	IPR019468	Adenylosuccinate lyase C-terminal	
637450491	431	261	270	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
637450492	461	5	461	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
637450492	461	318	327	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
637450493	908	268	440	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
637450493	908	308	394	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
637450493	908	8	196	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
637450493	908	20	182	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
637450493	908	21	167	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450493	908	222	278	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450493	908	314	406	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450494	381	232	241	ProSitePatterns	PS00599	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	GO:0008152|GO:0016740
637450494	381	19	379	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637450495	238	4	224	SUPERFAMILY	SSF53474			
637450496	252	13	161	SUPERFAMILY	SSF53335			
637450497	220	10	203	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450498	433	245	282	ProSitePatterns	PS00600	IPR005814	Aminotransferase class-III	GO:0008483|GO:0030170
637450498	433	16	433	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637450500	148	3	75	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
637450500	148	5	64	SMART	SM00271	IPR001623	DnaJ domain	
637450500	148	6	72	ProSiteProfiles	PS50076	IPR001623	DnaJ domain	
637450500	148	49	68	ProSitePatterns	PS00636	IPR018253	DnaJ domain, conserved site	
637450501	239	14	237	SUPERFAMILY	SSF53335			
637450502	399	4	328	SUPERFAMILY	SSF51430	IPR023210	NADP-dependent oxidoreductase domain	
637450503	121	32	60	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
637450503	121	33	93	SUPERFAMILY	SSF54862			
637450506	256	96	125	SMART	SM00567	IPR004155	PBS lyase HEAT-like repeat	
637450506	256	128	157	SMART	SM00567	IPR004155	PBS lyase HEAT-like repeat	
637450506	256	63	250	SUPERFAMILY	SSF48371	IPR016024	Armadillo-type fold	GO:0005488
637450507	348	103	315	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
637450507	348	101	304	SUPERFAMILY	SSF102114			
637450508	50	14	48	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
637450509	1366	36	371	SUPERFAMILY	SSF64484			
637450509	1366	1010	1260	SUPERFAMILY	SSF64484			
637450510	634	246	525	SMART	SM00663	IPR006592	RNA polymerase, N-terminal	GO:0003677|GO:0003899|GO:0006351
637450510	634	11	625	SUPERFAMILY	SSF64484			
637450511	1097	823	835	ProSitePatterns	PS01166	IPR007121	RNA polymerase, beta subunit, conserved site	GO:0003677|GO:0003899|GO:0006351
637450511	1097	9	572	SUPERFAMILY	SSF64484			
637450511	1097	621	1064	SUPERFAMILY	SSF64484			
637450512	264	6	261	SUPERFAMILY	SSF51556			
637450513	97	3	93	SUPERFAMILY	SSF46992	IPR002583	Ribosomal protein S20	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
637450514	428	228	260	ProSitePatterns	PS00611	IPR001692	Histidinol dehydrogenase, conserved site	GO:0000105|GO:0004399|GO:0055114
637450514	428	25	426	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
637450515	231	1	143	SUPERFAMILY	SSF100950			
637450515	231	129	206	SUPERFAMILY	SSF75445			
637450516	380	65	287	SMART	SM00020	IPR001254	Peptidase S1	GO:0004252|GO:0006508
637450516	380	254	346	ProSiteProfiles	PS50106	IPR001478	PDZ domain	GO:0005515
637450516	380	255	373	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
637450516	380	274	364	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
637450516	380	48	265	SUPERFAMILY	SSF50494	IPR009003	Trypsin-like cysteine/serine peptidase domain	GO:0003824
637450517	155	6	85	SUPERFAMILY	SSF75420			
637450517	155	89	151	SUPERFAMILY	SSF74942			
637450518	467	263	326	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
637450518	467	335	412	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
637450518	467	336	408	ProSiteProfiles	PS50084	IPR004088	K Homology domain, type 1	GO:0003723
637450518	467	229	310	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
637450518	467	312	375	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
637450518	467	152	225	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637450518	467	8	146	SUPERFAMILY	SSF69705	IPR013735	Transcription factor NusA, N-terminal	GO:0003700|GO:0031554
637450519	86	4	84	SUPERFAMILY	SSF64376	IPR007393	Protein of unknown function DUF448	
637450520	1169	1118	1140	ProSitePatterns	PS01176	IPR000178	Translation initiation factor aIF-2, bacterial-like	GO:0003743|GO:0005525|GO:0005622|GO:0006413
637450520	1169	838	920	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
637450520	1169	1071	1165	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
637450520	1169	952	1075	SUPERFAMILY	SSF52156	IPR023115	Translation initiation factor IF- 2, domain 3	
637450520	1169	645	834	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450523	363	124	356	SUPERFAMILY	SSF53448			
637450524	539	251	470	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
637450524	539	243	495	SUPERFAMILY	SSF102114			
637450525	118	39	115	SUPERFAMILY	SSF54736	IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	
637450526	408	2	405	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637450527	605	35	117	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
637450527	605	35	116	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637450527	605	33	111	SMART	SM00316	IPR022967	RNA-binding domain, S1	
637450528	209	16	204	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
637450530	281	4	183	ProSiteProfiles	PS51171	IPR001086	Prephenate dehydratase	GO:0004664|GO:0009094
637450530	281	195	281	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
637450530	281	221	228	ProSitePatterns	PS00858	IPR018528	Prephenate dehydratase, conserved site	GO:0004664|GO:0009094
637450530	281	4	187	SUPERFAMILY	SSF53850			
637450530	281	182	273	SUPERFAMILY	SSF55021			
637450531	311	19	311	ProSiteProfiles	PS51581	IPR025774	Tocopherol O-methyltransferase	
637450531	311	35	309	SUPERFAMILY	SSF53335			
637450532	218	8	197	SMART	SM00464	IPR003111	Peptidase S16, lon N-terminal	GO:0004176|GO:0006508
637450532	218	8	196	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
637450533	106	9	106	SUPERFAMILY	SSF54999	IPR027486	Ribosomal protein S10 domain	
637450534	399	51	66	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
637450534	399	205	301	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
637450534	399	298	398	SUPERFAMILY	SSF50465	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	
637450534	399	3	213	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450535	691	596	683	SMART	SM00838	IPR000640	Translation elongation factor EFG, V domain	
637450535	691	51	66	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
637450535	691	476	594	SMART	SM00889	IPR005517	Translation elongation factor EFG/EF2, domain IV	GO:0005525
637450535	691	263	397	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
637450535	691	400	477	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
637450535	691	599	686	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
637450535	691	475	595	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637450535	691	6	279	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450536	156	20	46	ProSitePatterns	PS00052	IPR020606	Ribosomal protein S7, conserved site	GO:0003723|GO:0003735|GO:0006412
637450536	156	2	149	SUPERFAMILY	SSF47973	IPR023798	Ribosomal protein S7 domain	
637450537	125	43	50	ProSitePatterns	PS00055	IPR006032	Ribosomal protein S12/S23	GO:0003735|GO:0005622|GO:0005840|GO:0006412
637450537	125	2	124	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637450538	1521	1263	1519	SUPERFAMILY	SSF69336	IPR002489	Glutamate synthase, alpha subunit, C-terminal	GO:0008152|GO:0016491|GO:0055114
637450538	1521	28	425	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
637450538	1521	28	450	SUPERFAMILY	SSF56235			
637450538	1521	469	1249	SUPERFAMILY	SSF51395			
637450539	97	11	93	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
637450540	297	57	265	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
637450540	297	26	290	SUPERFAMILY	SSF102114			
637450541	228	41	177	SUPERFAMILY	SSF53041	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
637450541	228	42	179	SMART	SM00857	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
637450543	299	47	293	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
637450544	251	19	91	SUPERFAMILY	SSF82057			
637450544	251	123	244	SUPERFAMILY	SSF54001			
