gene_oid	db_name	id
637450342	GI	33861874
637450342	GenBank/EMBL	NP_893435
637450342	GeneID	1726976
637450342	UniProtKB	Q7V0E7
637450343	GI	33861875
637450343	GenBank/EMBL	NP_893436
637450343	GeneID	1727011
637450343	UniProtKB	Q7TU58
637450344	GI	33861876
637450344	GenBank/EMBL	NP_893437
637450344	GeneID	1727012
637450344	UniProtKB	Q7V0E6
637450345	GI	33861877
637450345	GenBank/EMBL	NP_893438
637450345	GeneID	1727002
637450345	UniProtKB	Q7V0E5
637450346	GI	33861878
637450346	GenBank/EMBL	NP_893439
637450346	GeneID	1726990
637450346	UniProtKB	Q7V0E4
637450348	GI	33861879
637450348	GenBank/EMBL	NP_893440
637450348	GeneID	1727001
637450348	UniProt/TrEMBL	Q7V0E3
637450349	GI	33861880
637450349	GenBank/EMBL	NP_893441
637450349	GeneID	1726993
637450349	UniProtKB	Q7V0E2
637450350	GI	33861881
637450350	GenBank/EMBL	NP_893442
637450350	GeneID	1727003
637450350	UniProtKB	Q7V0E1
637450351	GI	33861882
637450351	GenBank/EMBL	NP_893443
637450351	GeneID	1726981
637450351	UniProtKB	Q7V0E0
637450352	GI	33861883
637450352	GenBank/EMBL	NP_893444
637450352	GeneID	1726853
637450352	UniProtKB	Q7V0D9
637450353	GI	33861884
637450353	GenBank/EMBL	NP_893445
637450353	GeneID	1726864
637450353	UniProtKB	Q7V0D8
637450354	GI	33861885
637450354	GenBank/EMBL	NP_893446
637450354	GeneID	1726838
637450354	UniProtKB	Q7V0D7
637450355	GI	33861886
637450355	GenBank/EMBL	NP_893447
637450355	GeneID	1726837
637450355	UniProtKB	Q7V0D6
637450356	GI	33861887
637450356	GenBank/EMBL	NP_893448
637450356	GeneID	1726809
637450356	UniProtKB	Q7V0D5
637450357	GI	33861888
637450357	GenBank/EMBL	NP_893449
637450357	GeneID	1726836
637450357	UniProtKB	Q7V0D4
637450358	GI	33861889
637450358	GenBank/EMBL	NP_893450
637450358	GeneID	1726859
637450358	UniProtKB	Q7V0D3
637450359	GI	33861890
637450359	GenBank/EMBL	NP_893451
637450359	GeneID	1726860
637450359	UniProtKB	Q7V0D2
637450360	GI	33861891
637450360	GenBank/EMBL	NP_893452
637450360	GeneID	1726818
637450360	UniProtKB	Q7V0D1
637450361	GI	33861892
637450361	GenBank/EMBL	NP_893453
637450361	GeneID	1726830
637450361	PIRSF	PIRSF005959
637450361	TIGRFam	TIGR01750
637450361	UniProt/TrEMBL	Q7V0D0
637450362	GI	33861893
637450362	GenBank/EMBL	NP_893454
637450362	GeneID	1726857
637450362	UniProtKB	Q7V0C9
637450363	GI	33861894
637450363	GenBank/EMBL	NP_893455
637450363	GeneID	1726844
637450363	UniProtKB	Q7V0C8
637450364	GI	33861895
637450364	GenBank/EMBL	NP_893456
637450364	GeneID	1726191
637450364	UniProtKB	Q7V0C7
637450365	GI	33861896
637450365	GenBank/EMBL	NP_893457
637450365	GeneID	1726862
637450365	UniProtKB	Q7V0C6
637450366	GI	33861897
637450366	GenBank/EMBL	NP_893458
637450366	GeneID	1726845
637450366	UniProtKB	Q7V0C5
637450367	GI	33861898
637450367	GenBank/EMBL	NP_893459
637450367	GeneID	1726861
637450367	UniProtKB	Q7V0C4
637450368	GI	33861899
637450368	GenBank/EMBL	NP_893460
637450368	GeneID	1726840
637450368	UniProtKB	Q7V0C3
637450369	GI	33861900
637450369	GenBank/EMBL	NP_893461
637450369	GeneID	1726716
637450369	UniProtKB	Q7V0C2
637450370	GI	33861901
637450370	GenBank/EMBL	NP_893462
637450370	GeneID	1726854
637450370	UniProtKB	Q7V0C1
637450371	GI	33861902
637450371	GenBank/EMBL	NP_893463
637450371	GeneID	1726816
637450371	UniProtKB	Q7V0C0
637450372	GI	33861903
637450372	GenBank/EMBL	NP_893464
637450372	GeneID	1726825
637450372	UniProtKB	P59882
637450373	GI	33861904
637450373	GenBank/EMBL	NP_893465
637450373	GeneID	1726834
637450373	UniProtKB	Q7TU57
637450374	GI	33861905
637450374	GenBank/EMBL	NP_893466
637450374	GeneID	1726815
637450374	PIRSF	PIRSF006190
637450374	TIGRFam	TIGR02651
637450374	UniProt/TrEMBL	Q7V0B9
637450375	GI	33861906
637450375	GenBank/EMBL	NP_893467
637450375	GeneID	1726828
637450375	UniProtKB	Q7V0B8
637450376	GI	33861907
637450376	GenBank/EMBL	NP_893468
637450376	GeneID	1726172
637450376	UniProt/TrEMBL	Q7V0B7
637450377	GI	33861908
637450377	GenBank/EMBL	NP_893469
637450377	GeneID	1726839
637450377	PIRSF	PIRSF000066
637450377	TIGRFam	TIGR02008
637450377	UniProt/TrEMBL	Q7V0B6
637450378	GI	33861909
637450378	GenBank/EMBL	NP_893470
637450378	GeneID	1726550
637450378	PIRSF	PIRSF000401
637450378	TIGRFam	TIGR00406
637450378	UniProt/TrEMBL	Q7TU56
637450379	GI	33861910
637450379	GenBank/EMBL	NP_893471
637450379	GeneID	1726631
637450379	UniProtKB	Q7V0B5
637450380	GI	33861911
637450380	GenBank/EMBL	NP_893472
637450380	GeneID	1726632
637450380	UniProt/TrEMBL	Q7V0B4
637450381	GI	33861912
637450381	GenBank/EMBL	NP_893473
637450381	GeneID	1726629
637450381	UniProtKB	Q7V0B3
637450383	GI	33861913
637450383	GenBank/EMBL	NP_893474
637450383	GeneID	1725996
637450383	UniProtKB	Q7V0B2
637450384	GI	33861914
637450384	GenBank/EMBL	NP_893475
637450384	GeneID	1725874
637450384	UniProt/TrEMBL	Q7V0B1
637450385	GI	33861915
637450385	GenBank/EMBL	NP_893476
637450385	GeneID	1725807
637450385	UniProtKB	Q7V0B0
637450386	GI	33861916
637450386	GenBank/EMBL	NP_893477
637450386	GeneID	1725884
637450386	UniProtKB	Q7V0A9
637450387	GI	33861917
637450387	GenBank/EMBL	NP_893478
637450387	GeneID	1726005
637450387	UniProtKB	Q7V0A8
637450388	GI	33861918
637450388	GenBank/EMBL	NP_893479
637450388	GeneID	1725986
637450388	UniProt/TrEMBL	Q7V0A7
637450389	GI	33861919
637450389	GenBank/EMBL	NP_893480
637450389	GeneID	1726081
637450389	UniProtKB	Q7V0A6
637450390	GI	33861920
637450390	GenBank/EMBL	NP_893481
637450390	GeneID	1725997
637450390	UniProtKB	Q7V0A5
637450391	GI	33861921
637450391	GenBank/EMBL	NP_893482
637450391	GeneID	1725879
637450391	UniProtKB	Q7V0A4
637450392	GI	33861922
637450392	GenBank/EMBL	NP_893483
637450392	GeneID	1725700
637450392	PIRSF	PIRSF006232
637450392	UniProt/TrEMBL	Q7V0A3
637450393	GI	33861923
637450393	GenBank/EMBL	NP_893484
637450393	GeneID	1725745
637450393	UniProtKB	Q7V0A2
637450394	GI	33861924
637450394	GenBank/EMBL	NP_893485
637450394	GeneID	1726027
637450394	UniProtKB	Q7V0A1
637450395	GI	33861925
637450395	GenBank/EMBL	NP_893486
637450395	GeneID	1725654
637450395	UniProtKB	Q7V0A0
637450396	GI	33861926
637450396	GenBank/EMBL	NP_893487
637450396	GeneID	1725658
637450396	PIRSF	PIRSF016490
637450396	TIGRFam	TIGR00275
637450396	UniProt/TrEMBL	Q7V099
637450397	GI	33861927
637450397	GenBank/EMBL	NP_893488
637450397	GeneID	1725801
637450397	UniProtKB	Q7V098
637450398	GI	33861928
637450398	GenBank/EMBL	NP_893489
637450398	GeneID	1726199
637450398	UniProtKB	Q7V097
637450399	GI	33861929
637450399	GenBank/EMBL	NP_893490
637450399	GeneID	1726072
637450399	UniProtKB	Q7V096
637450400	GI	33861930
637450400	GenBank/EMBL	NP_893491
637450400	GeneID	1726185
637450400	UniProtKB	Q7TU55
637450401	GI	33861931
637450401	GenBank/EMBL	NP_893492
637450401	GeneID	1726189
637450401	UniProtKB	Q7V095
637450402	GI	33861932
637450402	GenBank/EMBL	NP_893493
637450402	GeneID	1726181
637450402	UniProt/TrEMBL	Q7V094
637450403	GI	33861933
637450403	GenBank/EMBL	NP_893494
637450403	GeneID	1726760
637450403	UniProt/TrEMBL	Q7V093
637450404	GI	33861934
637450404	GenBank/EMBL	NP_893495
637450404	GeneID	1725975
637450404	UniProtKB	Q7V092
637450405	GI	33861935
637450405	GenBank/EMBL	NP_893496
637450405	GeneID	1726458
637450405	UniProtKB	Q7V091
637450406	GI	33861936
637450406	GenBank/EMBL	NP_893497
637450406	GeneID	1726759
637450406	UniProtKB	Q7V090
637450407	GI	33861937
637450407	GenBank/EMBL	NP_893498
637450407	GeneID	1725598
637450407	UniProt/TrEMBL	Q7V089
637450408	GI	33861938
637450408	GenBank/EMBL	NP_893499
637450408	GeneID	1726091
637450408	UniProtKB	Q7V088
637450409	GI	33861939
637450409	GenBank/EMBL	NP_893500
637450409	GeneID	1726023
637450409	UniProt/TrEMBL	Q7V087
637450410	GI	33861940
637450410	GenBank/EMBL	NP_893501
637450410	GeneID	1726432
637450410	UniProtKB	Q7TTL7
637450411	GI	33861941
637450411	GenBank/EMBL	NP_893502
637450411	GeneID	1725698
637450411	UniProtKB	Q7V086
637450412	GI	33861942
637450412	GenBank/EMBL	NP_893503
637450412	GeneID	1725958
637450412	UniProtKB	Q7V085
637450413	GI	33861943
637450413	GenBank/EMBL	NP_893504
637450413	GeneID	1726755
637450413	UniProtKB	Q7V084
637450414	GI	33861944
637450414	GenBank/EMBL	NP_893505
637450414	GeneID	1726116
637450414	UniProtKB	Q7V083
637450415	GI	33861945
637450415	GenBank/EMBL	NP_893506
637450415	GeneID	1726449
637450415	UniProtKB	Q7TU54
637450416	GI	33861946
637450416	GenBank/EMBL	NP_893507
637450416	GeneID	1725872
637450416	UniProtKB	Q7V082
637450417	GI	33861947
637450417	GenBank/EMBL	NP_893508
637450417	GeneID	1726767
637450417	UniProtKB	Q7TU53
637450418	GI	33861948
637450418	GenBank/EMBL	NP_893509
637450418	GeneID	1726190
637450418	UniProtKB	Q7TU52
637450419	GI	33861949
637450419	GenBank/EMBL	NP_893510
637450419	GeneID	1725679
637450419	UniProtKB	Q7TU51
637450420	GI	33861950
637450420	GenBank/EMBL	NP_893511
637450420	GeneID	1726213
637450420	UniProtKB	Q7V081
637450421	GI	33861951
637450421	GenBank/EMBL	NP_893512
637450421	GeneID	1725930
637450421	UniProt/TrEMBL	Q7V080
637450422	GI	33861952
637450422	GenBank/EMBL	NP_893513
637450422	GeneID	1726748
637450422	UniProtKB	Q7TTK4
637450423	GI	33861953
637450423	GenBank/EMBL	NP_893514
637450423	GeneID	1725895
637450423	UniProtKB	Q7TTI0
637450424	GI	33861954
637450424	GenBank/EMBL	NP_893515
637450424	GeneID	1725929
637450424	UniProtKB	Q7TTH5
637450425	GI	33861955
637450425	GenBank/EMBL	NP_893516
637450425	GeneID	1726757
637450425	UniProtKB	Q7TTL5
637450426	GI	33861956
637450426	GenBank/EMBL	NP_893517
637450426	GeneID	1725881
637450426	UniProtKB	Q7TU50
637450427	GI	33861957
637450427	GenBank/EMBL	NP_893518
637450427	GeneID	1726083
637450427	UniProtKB	Q7V079
637450428	GI	33861958
637450428	GenBank/EMBL	NP_893519
637450428	GeneID	1726188
637450428	UniProtKB	Q7V078
637450429	GI	33861959
637450429	GenBank/EMBL	NP_893520
637450429	GeneID	1726434
637450429	UniProtKB	Q7V077
637450430	GI	33861960
637450430	GenBank/EMBL	NP_893521
637450430	GeneID	1726772
637450430	UniProtKB	Q7V076
637450431	GI	33861961
637450431	GenBank/EMBL	NP_893522
637450431	GeneID	1725967
637450431	UniProt/TrEMBL	Q7V075
637450432	GI	33861962
637450432	GenBank/EMBL	NP_893523
637450432	GeneID	1725931
637450432	UniProtKB	Q7V074
637450433	GI	33861963
637450433	GenBank/EMBL	NP_893524
637450433	GeneID	1725673
637450433	UniProtKB	Q7V073
637450434	GI	33861964
637450434	GenBank/EMBL	NP_893525
637450434	GeneID	1726087
637450434	UniProt/TrEMBL	Q7V072
637450435	GI	33861965
637450435	GenBank/EMBL	NP_893526
637450435	GeneID	1726096
637450435	UniProtKB	Q7TU49
637450436	GI	33861966
637450436	GenBank/EMBL	NP_893527
637450436	GeneID	1725854
637450436	UniProtKB	Q7TU48
637450437	GI	33861967
637450437	GenBank/EMBL	NP_893528
637450437	GeneID	1726201
637450437	UniProt/TrEMBL	Q7V071
637450438	GI	33861968
637450438	GenBank/EMBL	NP_893529
637450438	GeneID	1726747
637450438	UniProtKB	Q7V070
637450439	GI	33861969
637450439	GenBank/EMBL	NP_893530
637450439	GeneID	1726211
637450439	UniProtKB	Q7V069
637450440	GI	33861970
637450440	GenBank/EMBL	NP_893531
637450440	GeneID	1726090
637450440	UniProtKB	Q7V068
637450441	GI	33861971
637450441	GenBank/EMBL	NP_893532
637450441	GeneID	1726746
637450441	UniProtKB	Q7V067
637450442	GI	33861972
637450442	GenBank/EMBL	NP_893533
637450442	GeneID	1725994
637450442	UniProtKB	Q7V066
637450443	GI	33861973
637450443	GenBank/EMBL	NP_893534
637450443	GeneID	1725971
637450443	UniProtKB	Q7V065
637450444	GI	33861974
637450444	GenBank/EMBL	NP_893535
637450444	GeneID	1726259
637450444	UniProtKB	Q7TU47
637450445	GI	33861975
637450445	GenBank/EMBL	NP_893536
637450445	GeneID	1726077
637450445	UniProtKB	Q7V064
637450446	GI	33861976
637450446	GenBank/EMBL	NP_893537
637450446	GeneID	1726144
637450446	UniProt/TrEMBL	Q7TU46
637450447	GI	33861977
637450447	GenBank/EMBL	NP_893538
637450447	GeneID	1726762
637450447	UniProt/TrEMBL	Q7TU45
637450448	GI	33861978
637450448	GenBank/EMBL	NP_893539
637450448	GeneID	1725894
637450448	UniProtKB	Q7V063
637450449	GI	33861979
637450449	GenBank/EMBL	NP_893540
637450449	GeneID	1726752
637450449	UniProt/TrEMBL	Q7V062
637450450	GI	33861980
637450450	GenBank/EMBL	NP_893541
637450450	GeneID	1725870
637450450	UniProtKB	Q7V061
637450451	GI	33861981
637450451	GenBank/EMBL	NP_893542
637450451	GeneID	1726766
637450451	UniProt/TrEMBL	Q7V060
637450452	GI	33861982
637450452	GenBank/EMBL	NP_893543
637450452	GeneID	1725792
637450452	UniProt/TrEMBL	Q7V059
637450453	GI	33861983
637450453	GenBank/EMBL	NP_893544
637450453	GeneID	1726427
637450453	UniProtKB	Q7V058
637450454	GI	33861984
637450454	GenBank/EMBL	NP_893545
637450454	GeneID	1725643
637450454	UniProtKB	Q7V057
637450455	GI	33861985
637450455	GenBank/EMBL	NP_893546
637450455	GeneID	1726065
637450455	UniProtKB	Q7V056
637450456	GI	33861986
637450456	GenBank/EMBL	NP_893547
637450456	GeneID	1725815
637450456	PIRSF	PIRSF007435
637450456	UniProt/TrEMBL	Q7V055
637450457	GI	33861987
637450457	GenBank/EMBL	NP_893548
637450457	GeneID	1726004
637450457	UniProtKB	Q7V054
637450458	GI	33861988
637450458	GenBank/EMBL	NP_893549
637450458	GeneID	1726013
637450458	UniProtKB	Q7V053
637450459	GI	33861989
637450459	GenBank/EMBL	NP_893550
637450459	GeneID	1725809
637450459	UniProtKB	Q7V052
637450460	GI	33861990
637450460	GenBank/EMBL	NP_893551
637450460	GeneID	1726095
637450460	UniProtKB	Q7V051
637450461	GI	33861991
637450461	GenBank/EMBL	NP_893552
637450461	GeneID	1726428
637450461	UniProtKB	Q7V050
637450462	GI	33861992
637450462	GenBank/EMBL	NP_893553
637450462	GeneID	1726119
637450462	UniProtKB	Q7TU44
637450463	GI	33861993
637450463	GenBank/EMBL	NP_893554
637450463	GeneID	1725873
637450463	PIRSF	PIRSF003110
637450463	UniProt/TrEMBL	Q7TU43
637450464	GI	33861994
637450464	GenBank/EMBL	NP_893555
637450464	GeneID	1725993
637450464	UniProtKB	Q7V049
637450465	GI	33861995
637450465	GenBank/EMBL	NP_893556
637450465	GeneID	1726225
637450465	UniProtKB	Q7TU42
637450466	GI	33861996
637450466	GenBank/EMBL	NP_893557
637450466	GeneID	1726436
637450466	UniProtKB	Q7V048
637450467	GI	33861997
637450467	GenBank/EMBL	NP_893558
637450467	GeneID	1725966
637450467	UniProtKB	Q7V047
637450468	GI	33861998
637450468	GenBank/EMBL	NP_893559
637450468	GeneID	1725968
637450468	UniProtKB	Q7V046
637450469	GI	33861999
637450469	GenBank/EMBL	NP_893560
637450469	GeneID	1725821
637450469	UniProtKB	Q7V045
637450470	GI	33862000
637450470	GenBank/EMBL	NP_893561
637450470	GeneID	1725849
637450470	PIRSF	PIRSF017991
637450470	TIGRFam	TIGR00231
637450470	UniProt/TrEMBL	Q7V044
637450471	GI	33862001
637450471	GenBank/EMBL	NP_893562
637450471	GeneID	1726113
637450471	PIRSF	PIRSF005000
637450471	TIGRFam	TIGR00125
637450471	UniProt/TrEMBL	Q7V043
637450472	GI	33862002
637450472	GenBank/EMBL	NP_893563
637450472	GeneID	1726768
637450472	UniProtKB	Q7V042
637450473	GI	33862003
637450473	GenBank/EMBL	NP_893564
637450473	GeneID	1726751
637450473	PIRSF	PIRSF035087
637450473	UniProt/TrEMBL	Q7V041
637450474	GI	33862004
637450474	GenBank/EMBL	NP_893565
637450474	GeneID	1726048
637450474	UniProtKB	Q7V040
637450475	GI	33862005
637450475	GenBank/EMBL	NP_893566
637450475	GeneID	1725833
637450475	UniProtKB	Q7V039
637450476	GI	33862006
637450476	GenBank/EMBL	NP_893567
637450476	GeneID	1726052
637450476	UniProtKB	Q7V038
637450477	GI	33862007
637450477	GenBank/EMBL	NP_893568
637450477	GeneID	1725737
637450477	PIRSF	PIRSF001274
637450477	TIGRFam	TIGR00962
637450477	UniProt/TrEMBL	Q7V037
637450478	GI	33862008
637450478	GenBank/EMBL	NP_893569
637450478	GeneID	1725834
637450478	PIRSF	PIRSF001276
637450478	TIGRFam	TIGR01145
637450478	UniProt/TrEMBL	Q7V036
637450479	GI	33862009
637450479	GenBank/EMBL	NP_893570
637450479	GeneID	1725784
637450479	UniProtKB	Q7V035
637450480	GI	33862010
637450480	GenBank/EMBL	NP_893571
637450480	GeneID	1725865
637450480	UniProtKB	Q7V034
637450481	GI	33862011
637450481	GenBank/EMBL	NP_893572
637450481	GeneID	1726045
637450481	PIRSF	PIRSF001282
637450481	TIGRFam	TIGR01260
637450481	UniProt/TrEMBL	Q7V033
637450482	GI	33862012
637450482	GenBank/EMBL	NP_893573
637450482	GeneID	1725987
637450482	UniProtKB	Q7V032
637450483	GI	33862013
637450483	GenBank/EMBL	NP_893574
637450483	GeneID	1725680
637450483	UniProtKB	Q7V031
637450484	GI	33862014
637450484	GenBank/EMBL	NP_893575
637450484	GeneID	1725845
637450484	PIRSF	PIRSF003282
637450484	UniProt/TrEMBL	Q7V030
637450485	GI	33862015
637450485	GenBank/EMBL	NP_893576
637450485	GeneID	1726753
637450485	UniProtKB	Q7V029
637450486	GI	33862016
637450486	GenBank/EMBL	NP_893577
637450486	GeneID	1726193
637450486	UniProtKB	Q7V028
637450487	GI	33862017
637450487	GenBank/EMBL	NP_893578
637450487	GeneID	1726073
637450487	UniProtKB	Q7V027
637450488	GI	33862018
637450488	GenBank/EMBL	NP_893579
637450488	GeneID	1726194
637450488	UniProtKB	Q7V026
637450489	GI	33862019
637450489	GenBank/EMBL	NP_893580
637450489	GeneID	1726435
637450489	UniProtKB	Q7V025
637450490	GI	33862020
637450490	GenBank/EMBL	NP_893581
637450490	GeneID	1726456
637450490	UniProtKB	Q7TU41
637450491	GI	33862021
637450491	GenBank/EMBL	NP_893582
637450491	GeneID	1726064
637450491	UniProtKB	Q7TU40
637450492	GI	33862022
637450492	GenBank/EMBL	NP_893583
637450492	GeneID	1725618
637450492	PIRSF	PIRSF001395
637450492	UniProt/TrEMBL	Q7V024
637450493	GI	33862023
637450493	GenBank/EMBL	NP_893584
637450493	GeneID	1726088
637450493	PIRSF	PIRSF037306
637450493	UniProt/TrEMBL	Q7V023
637450494	GI	33862024
637450494	GenBank/EMBL	NP_893585
637450494	GeneID	1726163
637450494	UniProtKB	Q7V022
637450495	GI	33862025
637450495	GenBank/EMBL	NP_893586
637450495	GeneID	1725788
637450495	UniProtKB	Q7V021
637450496	GI	33862026
637450496	GenBank/EMBL	NP_893587
637450496	GeneID	1725948
637450496	UniProtKB	Q7V020
637450497	GI	33862027
637450497	GenBank/EMBL	NP_893588
637450497	GeneID	1725652
637450497	UniProtKB	Q7TU39
637450498	GI	33862028
637450498	GenBank/EMBL	NP_893589
637450498	GeneID	1726769
637450498	PIRSF	PIRSF000519
637450498	UniProt/TrEMBL	Q7V019
637450499	GI	33862029
637450499	GenBank/EMBL	NP_893590
637450499	GeneID	1725713
637450499	UniProt/TrEMBL	Q7V018
637450500	GI	33862030
637450500	GenBank/EMBL	NP_893591
637450500	GeneID	1726445
637450500	UniProt/TrEMBL	Q7V017
637450501	GI	33862031
637450501	GenBank/EMBL	NP_893592
637450501	GeneID	1725712
637450501	UniProtKB	Q7V016
637450502	GI	33862032
637450502	GenBank/EMBL	NP_893593
637450502	GeneID	1726168
637450502	UniProtKB	Q7V015
637450503	GI	33862033
637450503	GenBank/EMBL	NP_893594
637450503	GeneID	1726443
637450503	UniProt/TrEMBL	Q7V014
637450504	GI	33862034
637450504	GenBank/EMBL	NP_893595
637450504	GeneID	1725850
637450504	UniProtKB	Q7V013
637450505	GI	33862035
637450505	GenBank/EMBL	NP_893596
637450505	GeneID	1726741
637450505	UniProt/TrEMBL	Q7V012
637450506	GI	33862036
637450506	GenBank/EMBL	NP_893597
637450506	GeneID	1725972
637450506	UniProtKB	Q7V011
637450507	GI	33862037
637450507	GenBank/EMBL	NP_893598
637450507	GeneID	1726237
637450507	UniProtKB	Q7V010
637450508	GI	33862038
637450508	GenBank/EMBL	NP_893599
637450508	GeneID	1726025
637450508	UniProtKB	Q7V009
637450509	GI	33862039
637450509	GenBank/EMBL	NP_893600
637450509	GeneID	1725978
637450509	UniProtKB	Q7V008
637450510	GI	33862040
637450510	GenBank/EMBL	NP_893601
637450510	GeneID	1726067
637450510	PIRSF	PIRSF000763
637450510	TIGRFam	TIGR02387
637450510	UniProt/TrEMBL	Q7V007
637450511	GI	33862041
637450511	GenBank/EMBL	NP_893602
637450511	GeneID	1726754
637450511	UniProtKB	Q7V006
637450512	GI	33862042
637450512	GenBank/EMBL	NP_893603
637450512	GeneID	1726147
637450512	PIRSF	PIRSF005902
637450512	TIGRFam	TIGR00010
637450512	UniProt/TrEMBL	Q7V005
637450513	GI	33862043
637450513	GenBank/EMBL	NP_893604
637450513	GeneID	1726756
637450513	PIRSF	PIRSF002146
637450513	TIGRFam	TIGR00029
637450513	UniProt/TrEMBL	Q7TU38
637450514	GI	33862044
637450514	GenBank/EMBL	NP_893605
637450514	GeneID	1725608
637450514	UniProtKB	Q7V004
637450515	GI	33862045
637450515	GenBank/EMBL	NP_893606
637450515	GeneID	1726749
637450515	UniProtKB	Q7V003
637450516	GI	33862046
637450516	GenBank/EMBL	NP_893607
637450516	GeneID	1726464
637450516	UniProtKB	Q7TU37
637450517	GI	33862047
637450517	GenBank/EMBL	NP_893608
637450517	GeneID	1726467
637450517	UniProtKB	Q7V002
637450518	GI	33862048
637450518	GenBank/EMBL	NP_893609
637450518	GeneID	1725855
637450518	UniProtKB	Q7V001
637450519	GI	33862049
637450519	GenBank/EMBL	NP_893610
637450519	GeneID	1725617
637450519	UniProt/TrEMBL	Q7V000
637450520	GI	33862050
637450520	GenBank/EMBL	NP_893611
637450520	GeneID	1725856
637450520	UniProtKB	Q7UZZ9
637450521	GI	33862051
637450521	GenBank/EMBL	NP_893612
637450521	GeneID	1726129
637450521	UniProtKB	Q7UZZ8
637450522	GI	33862052
637450522	GenBank/EMBL	NP_893613
637450522	GeneID	1726128
637450522	UniProt/TrEMBL	Q7UZZ7
637450523	GI	33862053
637450523	GenBank/EMBL	NP_893614
637450523	GeneID	1726132
637450523	UniProtKB	Q7UZZ6
637450524	GI	33862054
637450524	GenBank/EMBL	NP_893615
637450524	GeneID	1726429
637450524	UniProtKB	Q7UZZ5
637450525	GI	33862055
637450525	GenBank/EMBL	NP_893616
637450525	GeneID	1725711
637450525	UniProtKB	Q7UZZ4
637450526	GI	33862056
637450526	GenBank/EMBL	NP_893617
637450526	GeneID	1726041
637450526	PIRSF	PIRSF005725
637450526	UniProt/TrEMBL	Q7UZZ3
637450527	GI	33862057
637450527	GenBank/EMBL	NP_893618
637450527	GeneID	1725820
637450527	UniProtKB	Q7TU36
637450528	GI	33862058
637450528	GenBank/EMBL	NP_893619
637450528	GeneID	1725875
637450528	PIRSF	PIRSF001010
637450528	UniProt/TrEMBL	Q7UZZ2
637450529	GI	33862059
637450529	GenBank/EMBL	NP_893620
637450529	GeneID	1725797
637450529	UniProt/TrEMBL	Q7UZZ1
637450530	GI	33862060
637450530	GenBank/EMBL	NP_893621
637450530	GeneID	1726021
637450530	UniProtKB	Q7TU35
637450531	GI	33862061
637450531	GenBank/EMBL	NP_893622
637450531	GeneID	1726053
637450531	UniProtKB	Q7UZZ0
637450532	GI	33862062
637450532	GenBank/EMBL	NP_893623
637450532	GeneID	1726171
637450532	PIRSF	PIRSF018753
637450532	UniProt/TrEMBL	Q7UZY9
637450533	GI	33862063
637450533	GenBank/EMBL	NP_893624
637450533	GeneID	1726015
637450533	UniProtKB	Q7UZY8
637450534	GI	33862064
637450534	GenBank/EMBL	NP_893625
637450534	GeneID	1726180
637450534	UniProtKB	Q7UZY7
637450535	GI	33862065
637450535	GenBank/EMBL	NP_893626
637450535	GeneID	1725864
637450535	UniProtKB	Q7UZY6
637450536	GI	33862066
637450536	GenBank/EMBL	NP_893627
637450536	GeneID	1726011
637450536	PIRSF	PIRSF002122
637450536	TIGRFam	TIGR01029
637450536	UniProt/TrEMBL	Q7UZY5
637450537	GI	33862067
637450537	GenBank/EMBL	NP_893628
637450537	GeneID	1726105
637450537	PIRSF	PIRSF002133
637450537	TIGRFam	TIGR00981
637450537	UniProt/TrEMBL	Q7UZY4
637450538	GI	33862068
637450538	GenBank/EMBL	NP_893629
637450538	GeneID	1725759
637450538	UniProtKB	Q7UZY3
637450539	GI	33862069
637450539	GenBank/EMBL	NP_893630
637450539	GeneID	1726306
637450539	UniProt/TrEMBL	Q7UZY2
637450540	GI	33862070
637450540	GenBank/EMBL	NP_893631
637450540	GeneID	1726165
637450540	PIRSF	PIRSF005963
637450540	TIGRFam	TIGR00510
637450540	UniProt/TrEMBL	Q7UZY1
637450541	GI	33862071
637450541	GenBank/EMBL	NP_893632
637450541	GeneID	1726242
637450541	UniProtKB	Q7UZY0
637450542	GI	33862072
637450542	GenBank/EMBL	NP_893633
637450542	GeneID	1726339
637450542	UniProt/TrEMBL	Q7UZX9
637450543	GI	33862073
637450543	GenBank/EMBL	NP_893634
637450543	GeneID	1726249
637450543	UniProtKB	Q7UZX8
637450544	GI	33862074
637450544	GenBank/EMBL	NP_893635
637450544	GeneID	1725898
637450544	UniProtKB	Q7UZX7
637450545	GI	33862075
637450545	GenBank/EMBL	NP_893636
637450545	GeneID	1726248
637450545	UniProt/TrEMBL	O87795
637450545	UniProtKB	Q7UZX6
637450546	GI	33862076
637450546	GenBank/EMBL	NP_893637
637450546	GeneID	1726600
637450546	UniProtKB	Q7UZX5
637450547	GI	33862077
637450547	GenBank/EMBL	NP_893638
637450547	GeneID	1726243
637450547	UniProt/TrEMBL	Q7TU34
637450548	GI	33862078
637450548	GenBank/EMBL	NP_893639
637450548	GeneID	1726351
637450548	UniProtKB	Q7UZX4
637450549	GI	33862079
637450549	GenBank/EMBL	NP_893640
637450549	GeneID	1726340
637450549	PIRSF	PIRSF002905
637450549	TIGRFam	TIGR01336
637450549	UniProt/TrEMBL	Q9RC07
637450550	GI	33862080
637450550	GenBank/EMBL	NP_893641
637450550	GeneID	1726329
637450550	UniProtKB	Q9RC08
637450551	GI	33862081
637450551	GenBank/EMBL	NP_893642
637450551	GeneID	1726489
