gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637449911	124	11	85	4	77	5.8e-12	45.1	pfam00111	Fer2	78
637449912	282	15	274	5	262	3.2e-62	210.2	pfam00459	Inositol_P	271
637449913	383	3	313	2	311	1.6e-53	181.7	pfam13393	tRNA-synt_His	311
637449914	634	22	176	4	106	2.3e-15	56.4	pfam13589	HATPase_c_3	137
637449914	634	198	614	84	447	1.3e-30	106.3	pfam00183	HSP90	531
637449915	78	3	63	1	61	1.5e-24	85.5	pfam00830	Ribosomal_L28	61
637449916	177	30	156	1	124	1.1e-33	115.5	pfam00578	AhpC-TSA	124
637449917	100	3	92	1	89	1.1e-35	121.5	pfam10693	DUF2499	90
637449918	111	15	107	2	91	1.3e-32	111.4	pfam12159	DUF3593	93
637449919	87	15	87	3	80	9.2e-10	38.4	pfam01241	PSI_PSAK	81
637449920	637	3	281	1	270	1.0e-102	342.6	pfam13292	DXP_synthase_N	270
637449920	637	317	481	2	173	7.8e-41	139.5	pfam02779	Transket_pyr	178
637449920	637	496	617	1	123	4.8e-35	120.2	pfam02780	Transketolase_C	124
637449921	513	13	305	4	306	1.1e-69	235	pfam00291	PALP	306
637449921	513	318	407	1	91	1.9e-23	81.8	pfam00585	Thr_dehydrat_C	91
637449921	513	423	509	10	91	2.9e-18	65.2	pfam00585	Thr_dehydrat_C	91
637449922	160	3	155	2	154	5.5e-35	120	pfam04079	DUF387	159
637449923	92	9	84	3	74	1.9e-23	82.1	pfam02325	YGGT	75
637449924	109	23	100	8	70	2.9e-16	59.1	pfam03819	MazG	74
637449925	596	7	349	2	340	1.6e-130	434.8	pfam00224	PK	348
637449925	596	358	472	2	115	1.3e-30	105.3	pfam02887	PK_C	117
637449926	409	14	251	3	231	8.1e-52	176.1	pfam12704	MacB_PCD	232
637449926	409	288	402	3	121	1.1e-16	60.7	pfam02687	FtsX	121
637449927	190	35	181	5	130	6.3e-15	55.1	pfam02632	BioY	149
637449928	153	12	153	2	146	1.1e-33	116	pfam01252	Peptidase_A8	152
637449929	500	116	230	2	116	1.7e-15	56.9	pfam01926	MMR_HSR1	116
637449929	500	308	466	2	162	2.1e-46	157.3	pfam05128	DUF697	162
637449930	460	56	387	17	349	1.4e-47	161.9	pfam00282	Pyridoxal_deC	373
637449931	165	15	115	7	102	1.9e-18	65.9	pfam00383	dCMP_cyt_deam_1	102
637449932	394	26	375	4	371	1.1e-36	126.3	pfam00266	Aminotran_5	371
637449933	473	16	97	2	84	3.4e-27	93.8	pfam03951	Gln-synt_N	84
637449933	473	104	383	2	259	8.5e-102	339.7	pfam00120	Gln-synt_C	259
637449934	351	188	288	1	95	1.9e-16	60.3	pfam08241	Methyltransf_11	95
637449936	147	27	145	26	123	1.7e-19	69.8	pfam13581	HATPase_c_2	125
637449937	244	104	238	1	130	2.4e-35	121.2	pfam05419	GUN4	133
637449938	350	4	139	4	111	4.3e-09	36.7	pfam00581	Rhodanese	113
637449939	117	9	114	1	108	3.2e-40	136.4	pfam03912	Psb28	108
637449940	347	6	344	6	326	3.7e-46	157.6	pfam01594	UPF0118	327
637449941	305	35	65	4	30	3.3e-06	25.9	pfam07549	Sec_GG	31
637449941	305	118	304	12	183	2.2e-52	177	pfam02355	SecD_SecF	189
637449942	486	19	49	1	26	5.4e-07	28.4	pfam07549	Sec_GG	31
637449942	486	290	470	14	187	2.9e-17	62.4	pfam02355	SecD_SecF	189
637449943	327	4	180	7	176	1.0e-46	158.6	pfam02779	Transket_pyr	178
637449943	327	193	315	2	119	3.1e-36	124	pfam02780	Transketolase_C	124
637449944	105	20	101	1	82	1.2e-32	111.8	pfam11282	DUF3082	82
637449945	312	93	151	2	67	2.9e-10	40	pfam00288	GHMP_kinases_N	67
637449945	312	207	294	9	81	2.7e-06	27.5	pfam08544	GHMP_kinases_C	85
637449946	277	5	271	2	258	2.5e-50	170.9	pfam00398	RrnaAD	262
637449948	137	34	135	62	155	2.7e-27	95.4	pfam02590	SPOUT_MTase	155
637449949	128	43	110	1	65	9.2e-15	54	pfam00717	Peptidase_S24	70
637449950	430	14	159	1	148	1.0e-33	116.2	pfam00817	IMS	149
637449950	430	241	366	8	116	8.6e-10	38.6	pfam11799	IMS_C	127
637449950	430	377	428	2	51	1.1e-13	50.4	pfam13438	DUF4113	52
637449952	678	5	101	2	93	8.9e-35	118.1	pfam01807	zf-CHC2	98
637449952	678	128	257	1	127	1.3e-41	141.4	pfam08275	Toprim_N	128
637449952	678	264	345	2	68	6.8e-14	51.6	pfam13662	Toprim_4	81
637449952	678	376	434	2	58	2.2e-05	24.3	pfam10410	DnaB_bind	59
637449953	295	23	144	1	125	6.9e-15	55.2	pfam00892	EamA	126
637449953	295	168	289	1	124	5.8e-11	42.5	pfam00892	EamA	126
637449954	119	76	117	2	41	1.4e-06	27.8	pfam05433	Rick_17kDa_Anti	42
637449955	219	1	69	1	61	1.8e-07	30.8	pfam01330	RuvA_N	61
637449956	89	6	88	3	83	8.8e-25	86.2	pfam00312	Ribosomal_S15	83
637449957	148	1	142	16	154	8.0e-46	155.3	pfam11947	DUF3464	154
637449958	1165	4	231	1	167	3.0e-41	141	pfam02811	PHP	175
637449958	1165	303	738	2	425	0.0e+00	553.5	pfam07733	DNA_pol3_alpha	426
637449958	1165	811	902	1	89	7.4e-23	80.4	pfam14579	HHH_6	90
637449958	1165	999	1076	1	74	1.4e-04	21.6	pfam01336	tRNA_anti-codon	75
637449959	484	19	463	1	441	0.0e+00	501.2	pfam01425	Amidase	441
637449960	80	13	80	1	68	1.2e-29	101.8	pfam08846	DUF1816	68
637449961	428	190	265	1	71	5.1e-18	65	pfam08032	SpoU_sub_bind	76
637449961	428	282	424	2	141	1.5e-38	131.9	pfam00588	SpoU_methylase	142
637449962	130	20	117	2	112	7.8e-10	39.2	pfam00636	Ribonuclease_3	114
637449963	130	22	124	3	117	2.3e-16	59.2	pfam01740	STAS	117
637449964	380	7	136	2	131	1.0e-52	177	pfam00988	CPSase_sm_chain	131
637449964	380	196	375	2	191	5.0e-41	140.2	pfam00117	GATase	192
637449965	343	6	71	4	64	2.1e-13	49.6	pfam02885	Glycos_trans_3N	66
637449965	343	78	330	4	249	6.5e-83	278	pfam00591	Glycos_transf_3	253
637449966	98	3	98	2	85	6.3e-28	96.3	pfam11691	DUF3288	90
637449967	581	20	291	2	269	1.7e-34	119.5	pfam00664	ABC_membrane	275
637449967	581	355	504	1	136	4.8e-27	94.9	pfam00005	ABC_tran	137
637449968	242	40	199	2	154	3.1e-57	192.8	pfam01625	PMSR	156
637449970	266	5	262	2	259	2.3e-73	246.6	pfam02673	BacA	259
637449972	75	4	71	1	66	6.7e-29	99.3	pfam08865	DUF1830	68
637449974	267	9	232	1	225	1.5e-16	60.7	pfam08282	Hydrolase_3	254
637449975	585	96	374	20	209	6.6e-16	58.5	pfam00128	Alpha-amylase	316
637449977	569	3	121	2	121	2.7e-57	192.1	pfam00449	Urease_alpha	121
637449977	569	127	438	1	333	2.9e-64	217.8	pfam01979	Amidohydro_1	333
637449978	106	5	104	1	99	1.4e-44	149.9	pfam00699	Urease_beta	100
637449979	100	1	99	1	99	8.5e-46	154	pfam00547	Urease_gamma	99
637449980	297	51	270	2	209	5.2e-44	150.2	pfam01774	UreD	209
637449981	154	7	72	1	64	8.8e-17	60.3	pfam02814	UreE_N	65
637449981	154	78	154	2	72	3.1e-18	65.6	pfam05194	UreE_C	87
637449982	228	35	188	4	145	2.2e-35	121.9	pfam01730	UreF	146
637449983	201	5	178	3	177	2.0e-36	125.1	pfam02492	cobW	178
637449984	439	47	420	2	363	0.0e+00	491.7	pfam13433	Peripla_BP_5	364
637449985	384	7	367	2	267	5.8e-47	159.8	pfam02653	BPD_transp_2	267
637449986	378	34	331	3	267	6.9e-41	139.9	pfam02653	BPD_transp_2	267
637449987	251	24	178	1	137	1.3e-30	106.4	pfam00005	ABC_tran	137
637449987	251	225	247	2	23	1.1e-07	31.3	pfam12399	BCA_ABC_TP_C	23
637449988	236	20	167	1	136	2.8e-33	115.1	pfam00005	ABC_tran	137
637449989	131	9	72	1	63	4.0e-25	87.2	pfam11061	DUF2862	64
637449990	329	42	187	1	136	2.6e-25	89.3	pfam00005	ABC_tran	137
637449991	263	58	262	54	229	1.6e-10	40.9	pfam06182	ABC2_membrane_6	229
637449992	264	36	263	3	229	1.7e-55	188	pfam06182	ABC2_membrane_6	229
637449995	270	21	261	1	240	4.7e-29	101.5	pfam01925	TauE	240
637449996	113	33	73	1	46	1.4e-08	34.4	pfam01844	HNH	47
637450000	154	6	119	1	113	3.1e-28	97.9	pfam05014	Nuc_deoxyrib_tr	113
637450001	58	2	58	2	57	1.1e-21	75.9	pfam01165	Ribosomal_S21	57
637450002	110	53	108	3	53	9.6e-10	38.4	pfam14520	HHH_5	60
637450003	201	3	187	1	160	3.0e-10	40	pfam00485	PRK	194
637450004	387	11	85	1	68	2.8e-09	36.8	pfam13450	NAD_binding_8	68
637450007	232	51	198	1	153	8.7e-44	148.9	pfam03575	Peptidase_S51	154
637450008	153	10	129	4	117	1.7e-20	73.2	pfam13673	Acetyltransf_10	117
637450010	105	3	95	1	90	2.3e-32	111.2	pfam11746	DUF3303	91
637450012	145	26	136	2	109	1.5e-10	42.1	pfam04134	DUF393	114
637450015	238	4	198	3	160	6.6e-21	74.6	pfam13483	Lactamase_B_3	163
637450016	869	20	393	32	390	8.1e-65	219.3	pfam01433	Peptidase_M1	390
637450016	869	467	827	2	366	3.2e-81	273	pfam11940	DUF3458	367
637450018	390	117	292	2	171	1.9e-46	157.5	pfam02222	ATP-grasp	172
637450020	170	16	122	3	102	1.7e-36	123.8	pfam00255	GSHPx	108
637450023	340	26	333	1	305	2.1e-86	289.5	pfam01207	Dus	310
637450024	84	2	80	6	82	1.2e-16	60.6	pfam10615	DUF2470	83
637450026	137	19	86	2	54	8.1e-10	38.6	pfam03061	4HBT	79
637450028	290	178	286	7	114	7.4e-23	80.5	pfam04471	Mrr_cat	115
637450029	134	4	130	2	124	2.3e-21	75.7	pfam01124	MAPEG	129
637450031	180	4	162	21	197	6.4e-14	52.1	pfam04755	PAP_fibrillin	198
637450035	60	1	58	1	49	1.7e-14	53.5	pfam07862	Nif11	49
637450036	251	5	241	4	196	1.1e-07	31.7	pfam04755	PAP_fibrillin	198
637450040	135	35	131	1	99	1.1e-15	57.6	pfam02566	OsmC	100
637450041	131	26	131	30	117	2.5e-24	85.6	pfam07386	DUF1499	118
637450044	262	6	258	9	251	8.8e-45	152.9	pfam00950	ABC-3	258
637450045	131	4	120	6	119	1.1e-18	67.3	pfam01475	FUR	120
637450046	249	21	180	1	137	2.3e-30	105.6	pfam00005	ABC_tran	137
637450047	473	44	452	2	256	2.1e-41	141.9	pfam01297	TroA	256
637450048	452	8	185	1	177	6.6e-57	191.8	pfam02492	cobW	178
637450048	452	358	451	2	94	2.8e-21	75	pfam07683	CobW_C	94
637450049	357	15	221	32	232	1.1e-09	38	pfam13360	PQQ_2	238
637450049	357	262	297	6	35	1.4e-06	27.9	pfam00400	WD40	39
637450053	481	83	413	1	330	0.0e+00	438.4	pfam04174	CP_ATPgrasp_1	330
637450054	318	2	311	1	311	3.0e-93	312.6	pfam04168	Alpha-E	311
637450055	286	2	83	3	82	1.2e-17	63.9	pfam08379	Bact_transglu_N	82
637450055	286	129	236	5	113	2.0e-20	73.1	pfam01841	Transglut_core	113
637450057	172	65	145	4	70	9.0e-10	38.2	pfam13599	Pentapeptide_4	78
637450059	325	54	207	3	135	3.2e-10	39.6	pfam00294	PfkB	301
637450059	325	206	320	218	284	3.6e-11	42.7	pfam00294	PfkB	301
637450060	93	1	86	14	97	1.0e-27	96.1	pfam11196	DUF2834	97
637450061	409	26	253	6	231	1.3e-14	53.6	pfam07690	MFS_1	352
637450062	520	22	147	1	127	2.1e-05	24.4	pfam07176	DUF1400	127
637450062	520	226	439	1	145	1.1e-18	67.3	pfam12695	Abhydrolase_5	145
637450063	340	98	340	1	184	1.6e-34	119	pfam00528	BPD_transp_1	185
637450064	523	70	434	1	372	2.3e-62	211	pfam00496	SBP_bac_5	374
637450066	433	10	127	1	116	2.0e-21	76.5	pfam03447	NAD_binding_3	117
637450066	433	135	319	1	179	1.6e-60	203.8	pfam00742	Homoserine_dh	179
637450066	433	356	422	2	64	2.0e-07	30.3	pfam01842	ACT	66
637450067	141	13	136	1	124	7.4e-33	112.8	pfam02657	SufE	125
637450068	185	7	180	4	185	5.7e-15	55.5	pfam01812	5-FTHF_cyc-lig	186
637450069	157	3	150	1	148	2.3e-40	137.8	pfam02075	RuvC	149
637450070	362	11	197	2	158	8.2e-10	38.1	pfam01078	Mg_chelatase	207
637450071	247	7	159	2	142	5.7e-33	113.7	pfam00588	SpoU_methylase	142
637450072	134	61	131	3	67	1.4e-09	37.9	pfam13442	Cytochrome_CBB3	67
637450073	39	1	38	1	35	3.8e-24	83.9	pfam02529	PetG	37
637450074	195	5	193	9	182	2.1e-36	125	pfam03602	Cons_hypoth95	183
637450075	205	5	204	2	188	2.7e-30	105.2	pfam00117	GATase	192
637450076	107	3	106	4	104	9.4e-36	121.6	pfam00085	Thioredoxin	104
637450077	387	13	302	3	253	6.8e-45	153.4	pfam00478	IMPDH	352
637450078	867	43	488	1	425	0.0e+00	516.1	pfam00521	DNA_topoisoIV	426
637450078	867	519	566	2	47	6.9e-07	28.4	pfam03989	DNA_gyraseA_C	48
637450078	867	569	619	1	47	9.8e-04	18.3	pfam03989	DNA_gyraseA_C	48
637450078	867	625	669	2	44	6.0e-06	25.4	pfam03989	DNA_gyraseA_C	48
637450078	867	673	722	1	47	5.0e-11	41.7	pfam03989	DNA_gyraseA_C	48
637450078	867	753	801	2	46	9.6e-09	34.4	pfam03989	DNA_gyraseA_C	48
637450078	867	804	851	2	47	1.0e-11	43.9	pfam03989	DNA_gyraseA_C	48
637450079	403	5	397	1	371	1.1e-68	231.8	pfam05834	Lycopene_cycl	374
637450080	527	15	421	1	340	2.3e-40	138.6	pfam03065	Glyco_hydro_57	360
637450080	527	424	525	1	102	7.3e-32	109.4	pfam09210	DUF1957	102
637450081	546	16	258	1	236	2.0e-81	273.1	pfam00682	HMGL-like	237
637450081	546	386	518	1	132	7.9e-36	122.7	pfam08502	LeuA_dimer	133
637450083	490	62	252	1	194	1.5e-33	115.9	pfam07698	7TM-7TMR_HD	194
637450083	490	277	420	1	121	8.2e-13	48.4	pfam01966	HD	122
637450084	298	3	120	2	117	1.8e-35	121.4	pfam00763	THF_DHG_CYH	117
637450084	298	123	287	2	160	1.9e-65	218.8	pfam02882	THF_DHG_CYH_C	161
637450085	300	38	286	3	236	2.0e-79	266	pfam00348	polyprenyl_synt	260
637450086	159	7	140	2	140	1.4e-50	170.6	pfam02681	DUF212	141
637450087	464	3	190	2	174	2.8e-15	56.2	pfam01656	CbiA	195
637450087	464	280	447	2	155	1.4e-20	73.4	pfam07685	GATase_3	158
637450088	433	116	421	3	270	1.7e-73	246.8	pfam10128	OpcA_G6PD_assem	270
637450089	507	25	204	1	183	2.0e-64	217.1	pfam00479	G6PD_N	183
637450089	507	206	507	1	292	1.9e-97	325.6	pfam02781	G6PD_C	294
637450090	370	101	209	14	96	4.6e-06	26.6	pfam00970	FAD_binding_6	99
637450090	370	220	339	1	107	9.1e-27	93.7	pfam00175	NAD_binding_1	109
637450091	178	39	170	2	128	1.8e-21	76.4	pfam03364	Polyketide_cyc	130
637450093	372	10	91	2	82	1.3e-28	98.2	pfam07689	KaiB	82
637450093	372	140	199	1	61	2.4e-06	27.4	pfam00512	HisKA	68
637450093	372	248	359	2	110	9.4e-28	96.1	pfam02518	HATPase_c	111
637450096	331	22	138	2	116	1.1e-46	157.2	pfam13793	Pribosyltran_N	116
637450096	331	212	331	74	184	3.3e-23	82.3	pfam14572	Pribosyl_synth	184
637450097	506	16	501	1	492	5.7e-118	394.6	pfam02446	Glyco_hydro_77	496
637450098	162	34	95	3	61	7.1e-09	35.1	pfam13413	HTH_25	62
637450099	552	115	234	2	117	1.7e-27	95.7	pfam03109	ABC1	119
637450100	465	40	313	54	310	2.5e-30	105.3	pfam01276	OKR_DC_1	417
637450100	465	367	454	61	107	2.0e-08	34.3	pfam03711	OKR_DC_1_C	137
637450101	285	1	281	3	258	1.1e-55	189.1	pfam01148	CTP_transf_1	259
637450102	299	61	289	1	222	1.8e-25	90.1	pfam12697	Abhydrolase_6	228
637450103	364	6	349	1	366	4.0e-53	180.3	pfam00465	Fe-ADH	366
637450104	842	16	68	1	53	9.7e-17	60.6	pfam02861	Clp_N	53
637450104	842	91	143	2	53	2.3e-20	72.2	pfam02861	Clp_N	53
637450104	842	205	340	2	126	2.5e-13	50.3	pfam00004	AAA	132
637450104	842	418	453	1	35	2.1e-04	20.6	pfam02151	UVR	36
637450104	842	554	730	1	171	5.0e-55	186	pfam07724	AAA_2	171
637450104	842	736	816	1	80	1.3e-24	85.8	pfam10431	ClpB_D2-small	81
637450105	144	38	122	3	78	6.8e-11	42.1	pfam13508	Acetyltransf_7	79
637450106	457	56	314	6	250	4.8e-54	183.1	pfam02784	Orn_Arg_deC_N	251
637450106	457	244	426	24	116	1.9e-17	63	pfam00278	Orn_DAP_Arg_deC	116
637450107	296	116	238	1	121	2.8e-33	113.6	pfam02457	DisA_N	122
637450108	272	30	251	1	222	8.9e-84	280	pfam01255	Prenyltransf	223
637450109	335	55	218	3	157	1.7e-16	60.8	pfam04055	Radical_SAM	166
637450109	335	229	321	1	91	9.9e-30	102.2	pfam06968	BATS	93
637450110	310	121	219	7	112	6.1e-10	39.4	pfam00581	Rhodanese	113
637450112	299	68	239	6	164	7.7e-11	42.4	pfam04055	Radical_SAM	166
637450113	199	39	79	3	41	3.0e-14	52.1	pfam02132	RecR	41
637450113	199	81	171	1	81	3.4e-18	65.4	pfam13662	Toprim_4	81
637450114	185	9	184	3	175	7.5e-64	214.3	pfam01789	PsbP	176
637450115	590	24	306	2	275	1.3e-33	116.6	pfam00664	ABC_membrane	275
637450115	590	368	517	1	137	2.5e-34	118.4	pfam00005	ABC_tran	137
637450117	592	74	242	1	167	6.4e-48	162.4	pfam00270	DEAD	169
637450117	592	307	384	2	78	8.0e-26	89.7	pfam00271	Helicase_C	78
637450117	592	527	592	2	65	2.5e-14	52.6	pfam03880	DbpA	74
637450118	562	126	312	10	151	4.8e-23	81.7	pfam13604	AAA_30	196
637450118	562	434	559	4	101	2.9e-14	53	pfam13538	UvrD_C_2	104
637450119	1209	3	462	13	313	1.6e-47	162.3	pfam00580	UvrD-helicase	315
637450119	1209	465	823	2	348	8.6e-23	81.3	pfam13361	UvrD_C	351
637450120	157	47	148	2	104	3.3e-14	52.8	pfam04191	PEMT	106
637450121	1057	1	774	1	757	3.1e-130	435.6	pfam04257	Exonuc_V_gamma	805
637450122	105	2	94	1	93	1.1e-40	137.6	pfam10674	Ycf54	93
637450123	238	2	237	2	238	5.5e-93	310.4	pfam03740	PdxJ	239
637450124	225	36	172	9	131	1.8e-18	66.2	pfam01553	Acyltransferase	132
637450126	76	9	76	2	74	1.2e-20	73.2	pfam01722	BolA	76
637450127	107	18	82	1	59	6.2e-20	70.9	pfam00462	Glutaredoxin	60
637450129	245	27	132	1	110	9.7e-10	38.4	pfam00072	Response_reg	112
637450129	245	164	240	2	77	6.0e-16	58.1	pfam00486	Trans_reg_C	77
637450131	533	31	100	1	59	3.9e-13	49.2	pfam13450	NAD_binding_8	68
637450132	470	5	382	1	391	1.2e-107	360.1	pfam01134	GIDA	392
637450133	38	1	36	1	34	9.6e-16	57	pfam06298	PsbY	36
637450137	613	77	139	16	68	9.5e-08	31.5	pfam13414	TPR_11	69
637450137	613	385	603	4	246	3.7e-14	52.6	pfam00685	Sulfotransfer_1	267
637450139	171	25	149	7	125	9.1e-12	44.8	pfam00156	Pribosyltran	125
637450141	234	46	232	3	175	2.7e-19	69.1	pfam04955	HupE_UreJ	180
637450142	491	204	484	4	263	1.6e-26	93.2	pfam03797	Autotransporter	265
637450144	671	9	335	2	336	1.8e-20	73	pfam01757	Acyl_transf_3	340
637450150	567	43	535	22	487	9.3e-61	205.5	pfam02696	UPF0061	487
637450151	130	48	121	2	68	6.9e-06	25.4	pfam07883	Cupin_2	71
637450152	96	22	96	1	75	7.6e-26	90	pfam07864	DUF1651	75
637450156	363	3	206	2	92	1.0e-20	73.8	pfam01926	MMR_HSR1	116
637450156	363	279	362	1	84	1.8e-37	127	pfam06071	YchF-GTPase_C	84
637450157	353	45	343	2	328	7.7e-44	150.1	pfam12700	HlyD_2	328
637450158	976	11	189	3	168	1.0e-44	151.8	pfam02739	5_3_exonuc_N	169
637450158	976	191	301	1	97	5.0e-25	87.6	pfam01367	5_3_exonuc	101
637450158	976	360	547	3	173	4.6e-22	78.3	pfam01612	DNA_pol_A_exo1	176
637450158	976	578	975	2	382	1.5e-108	362.8	pfam00476	DNA_pol_A	383
637450159	492	14	317	8	300	3.0e-126	420.5	pfam01406	tRNA-synt_1e	301
637450159	492	366	436	1	57	1.0e-10	41.7	pfam09190	DALR_2	63
637450160	404	1	129	4	129	7.1e-43	146.2	pfam02670	DXP_reductoisom	129
637450160	404	143	238	1	84	6.1e-35	118.9	pfam08436	DXP_redisom_C	84
637450160	404	270	390	1	119	6.8e-44	148.7	pfam13288	DXPR_C	121
637450162	363	84	342	2	144	1.3e-11	44.4	pfam12695	Abhydrolase_5	145
637450163	478	6	470	3	462	0.0e+00	512.6	pfam02233	PNTB	464
637450164	98	5	91	4	87	2.6e-28	98	pfam12769	DUF3814	87
637450165	376	5	141	2	136	2.0e-41	141.2	pfam05222	AlaDh_PNT_N	136
637450165	376	150	315	3	168	1.6e-51	174.1	pfam01262	AlaDh_PNT_C	168
637450168	458	12	294	2	198	6.6e-30	104.5	pfam07992	Pyr_redox_2	201
637450168	458	158	236	2	70	4.9e-16	58.9	pfam00070	Pyr_redox	80
637450168	458	357	457	14	102	5.0e-17	61.4	pfam00085	Thioredoxin	104
637450169	88	1	67	3	65	4.0e-16	58.1	pfam01176	eIF-1a	65
637450170	320	3	192	1	181	9.0e-28	97.5	pfam13460	NAD_binding_10	183
637450171	32	3	32	1	29	1.3e-12	46.9	pfam08041	PetM	31
637450172	340	62	329	2	226	3.0e-24	86.1	pfam12697	Abhydrolase_6	228
637450173	174	11	73	1	63	6.5e-20	70.7	pfam13710	ACT_5	63
637450173	174	83	157	1	75	5.1e-29	99.8	pfam10369	ALS_ss_C	75
637450174	177	6	177	2	139	7.9e-32	110.6	pfam00160	Pro_isomerase	155
637450175	185	7	183	7	180	1.9e-55	186.9	pfam02392	Ycf4	180
637450176	358	27	333	1	256	5.2e-73	245.2	pfam00124	Photo_RC	257
637450177	460	19	460	1	435	0.0e+00	587.4	pfam00421	PSII	437
637450178	208	1	207	3	190	1.3e-46	158.1	pfam02545	Maf	195
637450179	509	14	253	1	193	1.3e-14	54	pfam01656	CbiA	195
637450179	509	295	459	2	158	2.5e-43	147.3	pfam07685	GATase_3	158
637450180	83	8	72	8	55	1.1e-07	31.5	pfam00111	Fer2	78
637450184	340	77	322	1	216	1.0e-19	70.8	pfam13343	SBP_bac_6	242
637450185	289	3	286	1	284	0.0e+00	484	pfam02091	tRNA-synt_2e	284
637450186	129	3	127	1	125	2.3e-47	159.7	pfam08854	DUF1824	125
637450187	110	2	110	2	114	2.6e-11	43.5	pfam01187	MIF	114
637450188	214	60	145	51	95	3.9e-06	27.2	pfam08241	Methyltransf_11	95
637450190	216	2	215	2	214	2.6e-81	271.8	pfam11866	DUF3386	214
637450191	174	5	162	1	143	1.2e-23	83.6	pfam00258	Flavodoxin_1	143
637450192	244	45	223	2	111	7.2e-15	54.9	pfam13911	AhpC-TSA_2	115
637450193	90	6	65	3	53	1.3e-10	40.6	pfam04193	PQ-loop	61
637450195	261	104	254	276	384	6.1e-12	44.5	pfam03547	Mem_trans	385
637450197	601	66	239	1	156	1.8e-12	47.4	pfam13231	PMT_2	159
637450198	364	188	337	20	165	1.0e-19	70.5	pfam00534	Glycos_transf_1	172
637450199	313	15	139	2	124	1.0e-15	57.8	pfam00892	EamA	126
637450199	313	172	299	2	125	4.5e-18	65.4	pfam00892	EamA	126
637450200	269	68	221	2	152	2.0e-50	170.5	pfam01343	Peptidase_S49	154
637450201	127	11	127	3	117	1.9e-39	134.3	pfam07736	CM_1	118
637450202	191	39	190	4	146	1.1e-40	138.6	pfam10989	DUF2808	146
637450203	45	2	45	1	44	4.7e-15	54.9	pfam00468	Ribosomal_L34	44
637450204	129	4	125	1	105	1.0e-13	51.1	pfam00825	Ribonuclease_P	111
637450205	137	40	114	2	80	1.3e-17	63.5	pfam03703	bPH_2	80
637450206	379	22	341	1	196	3.2e-56	190.1	pfam02096	60KD_IMP	198
637450207	488	263	391	1	131	1.5e-31	109.3	pfam00004	AAA	132
637450208	424	1	111	1	108	9.7e-19	67.3	pfam02403	Seryl_tRNA_N	108
637450208	424	175	345	1	172	3.8e-40	137.2	pfam00587	tRNA-synt_2b	173
637450209	359	5	346	3	192	8.7e-47	158.5	pfam02163	Peptidase_M50	192
637450209	359	114	193	3	78	7.4e-07	28.9	pfam13180	PDZ_2	82
637450210	100	45	99	2	55	5.8e-24	83.2	pfam00253	Ribosomal_S14	55
637450211	721	11	142	2	132	4.5e-16	59.3	pfam01138	RNase_PH	132
637450211	721	145	209	1	68	4.2e-18	65	pfam03725	RNase_PH_C	68
637450211	721	239	328	6	83	3.7e-12	46.3	pfam03726	PNPase	83
637450211	721	331	465	1	132	9.9e-17	61.4	pfam01138	RNase_PH	132
637450211	721	468	538	1	65	2.7e-06	27.2	pfam03725	RNase_PH_C	68
637450211	721	565	621	3	60	9.3e-13	47.6	pfam00013	KH_1	60
637450211	721	627	699	2	74	1.2e-15	57.3	pfam00575	S1	74
637450212	313	21	303	22	268	5.2e-44	150.5	pfam00459	Inositol_P	271
637450213	287	18	218	2	202	2.7e-28	99.1	pfam00590	TP_methylase	210
637450216	485	12	300	2	247	4.6e-61	206.2	pfam00483	NTP_transferase	248
637450216	485	327	477	1	151	4.0e-62	208.2	pfam01050	MannoseP_isomer	151
637450218	453	199	381	19	159	3.7e-16	59.3	pfam04932	Wzy_C	163
637450219	457	133	374	53	195	1.6e-07	31	pfam09594	DUF2029	241
637450220	370	12	181	46	167	2.0e-09	37.3	pfam00535	Glycos_transf_2	169
637450220	370	249	367	2	117	9.5e-15	54.5	pfam04138	GtrA	117
637450221	317	6	171	2	166	3.8e-20	72.2	pfam00535	Glycos_transf_2	169
637450222	349	3	275	1	236	5.2e-43	147.1	pfam01370	Epimerase	236
637450223	284	4	233	2	236	4.1e-35	121.3	pfam01370	Epimerase	236
637450224	360	16	261	1	232	2.0e-33	115.7	pfam01370	Epimerase	236
637450225	255	2	230	1	204	7.9e-16	58	pfam00483	NTP_transferase	248
637450226	399	11	393	4	360	5.0e-84	282.4	pfam01041	DegT_DnrJ_EryC1	363
637450227	463	174	312	55	145	1.8e-09	37.4	pfam09594	DUF2029	241
637450228	317	11	246	1	231	4.3e-62	209.6	pfam01370	Epimerase	236
637450229	357	7	254	1	236	4.5e-65	219.3	pfam01370	Epimerase	236
637450230	363	4	271	1	224	8.0e-41	140	pfam01370	Epimerase	236
637450230	363	287	348	1	62	1.0e-20	73.4	pfam13950	Epimerase_Csub	62
637450231	341	4	268	1	223	1.4e-45	155.5	pfam01370	Epimerase	236
637450232	388	45	124	9	82	3.7e-11	42.6	pfam02563	Poly_export	83
637450234	386	194	358	7	159	4.0e-15	55.6	pfam00534	Glycos_transf_1	172
637450235	216	121	192	2	58	2.5e-09	36.7	pfam13242	Hydrolase_like	75
637450236	407	7	400	2	355	1.5e-46	158.9	pfam01266	DAO	358
