gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
637450284	207	39.6	8	206	3	201	5.0e-46	177	COG1974	SOS-response transcriptional repressors (RecA-mediated autopeptidases)	201
637450285	308	52.75	5	308	2	310	3.0e-110	391	COG0078	Ornithine carbamoyltransferase	310
637450286	620	53.74	20	619	1	594	0.0e+00	664	COG0465	ATP-dependent Zn proteases	596
637450287	362	34.12	154	358	5	212	2.0e-42	166	COG1985	Pyrimidine reductase, riboflavin biosynthesis	218
637450287	362	44.83	3	147	1	144	1.0e-47	183	COG0117	Pyrimidine deaminase	146
637450290	426	24.86	49	219	39	208	3.0e-19	89.9	COG2241	Precorrin-6B methylase 1	210
637450290	426	26.4	229	425	1	187	7.0e-24	105	COG2242	Precorrin-6B methylase 2	187
637450291	302	39.12	3	293	1	280	4.0e-63	235	COG0061	Predicted sugar kinase	281
637450292	335	53.33	14	334	6	335	5.0e-117	414	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
637450293	269	42.53	4	258	1	247	3.0e-70	258	COG0496	Predicted acid phosphatase	252
637450295	307	36.3	4	302	7	303	2.0e-63	236	COG0196	FAD synthase	304
637450296	351	42.19	154	340	8	199	1.0e-51	197	COG0352	Thiamine monophosphate synthase	211
637450297	69	42.03	1	69	3	68	3.0e-08	50.2	COG2104	Sulfur transfer protein involved in thiamine biosynthesis	68
637450300	218	41.4	5	217	36	250	1.0e-52	199	COG1691	NCAIR mutase (PurE)-related proteins	254
637450302	407	44.02	4	235	1	234	2.0e-81	296	COG0336	tRNA-(guanine-N1)-methyltransferase	240
637450302	407	53.12	248	407	1	158	3.0e-58	219	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	159
637450303	303	49.34	1	302	1	298	1.0e-87	316	COG1159	GTPase	298
637450305	245	23.93	8	240	7	231	4.0e-11	62.2	COG0670	Integral membrane protein, interacts with FtsH	233
637450306	318	43.34	1	318	7	329	2.0e-93	336	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	348
637450307	114	47.06	1	82	1	85	7.0e-18	82.6	COG0228	Ribosomal protein S16	87
637450308	498	52.41	1	455	1	451	0.0e+00	542	COG0541	Signal recognition particle GTPase	451
637450310	345	47.35	6	344	11	344	4.0e-107	381	COG1071	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	358
637450311	313	41.92	12	310	3	335	2.0e-72	266	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
637450312	521	28.67	225	505	5	271	5.0e-35	142	COG0063	Predicted sugar kinase	284
637450312	521	33.65	12	210	1	203	1.0e-32	134	COG0062	Uncharacterized conserved protein	203
637450313	390	41.24	21	386	1	354	4.0e-96	345	COG0482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	356
637450314	496	19.22	17	491	23	509	6.0e-28	118	COG0815	Apolipoprotein N-acyltransferase	518
637450319	295	47.13	32	292	1	253	7.0e-74	270	COG0134	Indole-3-glycerol phosphate synthase	254
637450320	479	39.83	4	471	1	454	8.0e-116	410	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	454
637450321	246	34.89	2	231	30	250	2.0e-40	159	COG0566	rRNA methylases	260
637450322	457	55.16	16	429	4	417	0.0e+00	535	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
637450324	417	46.7	26	417	17	399	0.0e+00	464	COG4992	Ornithine/acetylornithine aminotransferase	404
637450325	410	34.52	5	404	10	420	3.0e-76	279	COG0285	Folylpolyglutamate synthase	427
637450326	451	23.37	49	444	31	459	3.0e-33	136	COG0277	FAD/FMN-containing dehydrogenases	459
637450327	411	21.74	56	407	51	393	2.0e-21	97.1	COG0402	Cytosine deaminase and related metal-dependent hydrolases	421
637450329	464	41.93	21	462	5	435	2.0e-129	456	COG0621	2-methylthioadenine synthetase	437
637450330	355	33.43	5	350	1	314	1.0e-72	266	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	317
637450332	241	18.03	12	237	41	255	7.0e-08	51.2	COG1589	Cell division septal protein	269
637450333	371	56.46	11	343	2	334	4.0e-101	361	COG0206	Cell division GTPase	338
637450334	257	47.08	1	255	2	252	8.0e-76	277	COG0413	Ketopantoate hydroxymethyltransferase	268
637450335	408	31.34	1	397	29	406	3.0e-72	266	COG0635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	416
637450336	369	37.5	1	354	1	356	1.0e-80	293	COG4956	Integral membrane protein (PIN domain superfamily)	356
637450337	220	42.45	6	217	5	197	3.0e-58	218	COG0740	Protease subunit of ATP-dependent Clp proteases	200
637450338	201	63.08	8	201	4	197	1.0e-71	262	COG0740	Protease subunit of ATP-dependent Clp proteases	200
637450339	329	68.69	1	329	2	330	0.0e+00	528	COG0059	Ketol-acid reductoisomerase	338
637450340	337	28.4	1	335	1	314	9.0e-54	204	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
637450345	91	48.35	1	91	2	92	1.0e-24	104	COG0776	Bacterial nucleoid DNA-binding protein	94
637450346	677	38.42	4	669	12	694	0.0e+00	551	COG1523	Type II secretory pathway, pullulanase PulA and related glycosidases	697
637450348	449	24.78	2	442	15	436	1.0e-57	217	COG2211	Na+/melibiose symporter and related transporters	467
637450349	251	33.2	5	251	21	264	7.0e-44	170	COG0767	ABC-type transport system involved in resistance to organic solvents, permease component	267
637450352	198	43.81	3	193	6	199	1.0e-37	149	COG0344	Predicted membrane protein	200
637450353	239	37.45	5	238	9	234	1.0e-51	196	COG0284	Orotidine-5'-phosphate decarboxylase	240
637450354	412	37.14	6	405	5	393	2.0e-89	323	COG0162	Tyrosyl-tRNA synthetase	401
637450357	491	43.6	47	489	44	482	0.0e+00	465	COG0260	Leucyl aminopeptidase	485
637450358	200	33.33	23	186	7	173	3.0e-42	165	COG0225	Peptide methionine sulfoxide reductase	174
637450359	392	30.31	3	388	2	376	3.0e-86	312	COG0763	Lipid A disaccharide synthetase	381
637450360	280	46.48	13	266	2	254	9.0e-77	280	COG1043	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	260
637450361	152	53.85	11	152	3	145	2.0e-45	174	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases	147
637450362	278	38.97	13	276	6	275	6.0e-68	250	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase	300
637450363	713	23.52	70	713	163	766	3.0e-59	224	COG4775	Outer membrane protein/protective antigen OMA87	766
637450364	242	49.58	3	238	2	234	3.0e-71	261	COG0152	Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase	247
637450365	445	42.19	15	441	1	428	0.0e+00	480	COG0151	Phosphoribosylamine-glycine ligase	428
637450366	689	28.85	215	668	34	455	1.0e-56	215	COG5002	Signal transduction histidine kinase	459
637450367	509	41.22	14	269	2	260	2.0e-49	190	COG0467	RecA-superfamily ATPases implicated in signal transduction	260
637450369	146	38.24	17	118	1	102	9.0e-24	102	COG0261	Ribosomal protein L21	103
637450370	86	68.24	1	85	1	82	8.0e-26	108	COG0211	Ribosomal protein L27	87
637450372	305	26.89	1	303	11	270	7.0e-47	181	COG0130	Pseudouridine synthase	271
637450373	397	31.67	44	391	52	392	3.0e-53	202	COG2385	Sporulation protein and related proteins	397
637450374	312	44.41	1	312	2	292	3.0e-79	288	COG1234	Metal-dependent hydrolases of the beta-lactamase superfamily III	292
637450377	99	28.43	3	99	1	102	8.0e-17	78.6	COG0633	Ferredoxin	102
637450378	300	33.66	4	298	2	299	9.0e-58	217	COG2264	Ribosomal protein L11 methylase	300
637450379	528	47.76	1	309	3	312	1.0e-86	314	COG0111	Phosphoglycerate dehydrogenase and related dehydrogenases	324
637450381	263	27.85	45	262	43	255	3.0e-28	118	COG2302	Uncharacterized conserved protein, contains S4-like domain	257
637450384	183	22.5	9	183	6	245	2.0e-09	55.5	COG5135	Uncharacterized conserved protein	245
637450385	186	32.82	12	139	12	142	4.0e-14	71.2	COG2259	Predicted membrane protein	142
637450387	309	31.63	20	229	2	201	8.0e-28	118	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637450390	473	35.33	16	462	12	443	4.0e-101	361	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
637450392	243	28.8	9	243	5	245	6.0e-32	131	COG1741	Pirin-related protein	276
637450393	178	27.81	1	169	12	163	2.0e-15	75.5	COG4333	Uncharacterized protein conserved in bacteria	167
637450394	161	39.46	14	160	4	150	2.0e-30	125	COG3556	Predicted membrane protein	150
637450395	250	26.11	11	164	18	166	5.0e-11	61.6	COG2203	FOG: GAF domain	175
637450396	414	37.05	1	405	1	403	1.0e-89	324	COG2081	Predicted flavoproteins	408
637450399	111	29.57	6	110	1	115	1.0e-09	55.3	COG3152	Predicted membrane protein	125
637450403	331	23.96	3	331	2	309	2.0e-27	116	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450404	368	18.26	1	367	12	326	9.0e-21	94.8	COG3239	Fatty acid desaturase	343
637450405	294	39.64	120	284	32	192	1.0e-36	147	COG1611	Predicted Rossmann fold nucleotide-binding protein	205
637450406	225	28.77	4	220	2	217	7.0e-31	127	COG0637	Predicted phosphatase/phosphohexomutase	221
637450407	212	36.22	1	185	1	192	6.0e-40	157	COG2135	Uncharacterized conserved protein	226
637450408	392	21.97	31	343	25	295	5.0e-23	102	COG3239	Fatty acid desaturase	343
637450412	400	21.37	23	399	1	362	1.0e-37	150	COG0795	Predicted permeases	364
637450441	326	19.61	51	252	3	189	2.0e-07	50.3	COG2945	Predicted hydrolase of the alpha/beta superfamily	210
637450443	135	26.62	1	130	13	151	6.0e-10	56.8	COG1525	Micrococcal nuclease (thermonuclease) homologs	192
637450448	172	41.09	44	172	27	148	2.0e-32	132	COG3019	Predicted metal-binding protein	149
637450454	153	56.46	4	150	2	148	2.0e-53	200	COG2947	Uncharacterized conserved protein	156
637450458	521	20.39	8	438	7	420	8.0e-31	128	COG0443	Molecular chaperone	579
637450459	180	47.7	6	177	2	175	2.0e-46	178	COG2065	Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase	179
637450460	540	52.13	15	526	2	508	0.0e+00	627	COG0696	Phosphoglyceromutase	509
637450462	544	44.89	1	534	2	524	2.0e-129	456	COG0459	Chaperonin GroEL (HSP60 family)	524
637450463	103	59.57	10	103	2	95	2.0e-29	120	COG0234	Co-chaperonin GroES (HSP10)	96
637450464	486	72.18	11	485	2	468	0.0e+00	777	COG0055	F0F1-type ATP synthase, beta subunit	468
637450465	134	30.6	3	134	4	134	1.0e-21	95.3	COG0355	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	135
637450468	441	31.25	16	429	4	374	3.0e-61	229	COG0006	Xaa-Pro aminopeptidase	384
637450469	325	25.98	3	321	1	329	2.0e-43	169	COG1253	Hemolysins and related proteins containing CBS domains	429
637450471	193	23.12	6	191	2	197	5.0e-21	94.6	COG1057	Nicotinic acid mononucleotide adenylyltransferase	197
637450472	565	23.31	1	265	3	248	2.0e-28	121	COG0388	Predicted amidohydrolase	274
637450472	565	35.47	272	558	1	268	6.0e-58	219	COG0171	NAD synthase	268
637450475	108	25	11	97	11	102	9.0e-10	55.4	COG0633	Ferredoxin	102
637450476	316	43.27	5	315	1	284	1.0e-72	267	COG0224	F0F1-type ATP synthase, gamma subunit	287
637450477	505	65.21	2	504	1	503	0.0e+00	778	COG0056	F0F1-type ATP synthase, alpha subunit	504
637450478	180	38.76	1	178	1	177	2.0e-29	121	COG0712	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	178
637450479	170	28.57	10	170	1	161	1.0e-11	62.6	COG0711	F0F1-type ATP synthase, subunit b	161
637450480	153	24.82	13	153	1	141	2.0e-11	62.2	COG0711	F0F1-type ATP synthase, subunit b	161
637450481	81	53.16	1	79	1	79	4.0e-09	52.9	COG0636	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	79
637450482	241	33.06	10	240	8	246	2.0e-36	145	COG0356	F0F1-type ATP synthase, subunit a	246
637450484	409	38.29	41	394	11	371	5.0e-66	245	COG0772	Bacterial cell division membrane protein	381
637450485	218	27.49	8	211	8	218	6.0e-19	87.7	COG0785	Cytochrome c biogenesis protein	220
637450486	428	23.92	14	426	1	460	1.0e-46	181	COG1333	ResB protein required for cytochrome c biosynthesis	478
637450487	136	36.36	15	124	18	127	4.0e-28	116	COG0780	Enzyme related to GTP cyclohydrolase I	149
637450489	112	63.39	1	112	1	112	4.0e-34	136	COG0347	Nitrogen regulatory protein PII	112
637450490	270	46.37	3	249	1	242	4.0e-73	268	COG1189	Predicted rRNA methylase	245
637450491	431	45.41	1	429	1	435	0.0e+00	495	COG0015	Adenylosuccinate lyase	438
637450492	461	50.22	4	461	2	459	0.0e+00	598	COG0114	Fumarase	462
637450493	908	33.19	8	881	116	1031	0.0e+00	569	COG4581	Superfamily II RNA helicase	1041
637450494	381	31.83	8	379	17	386	1.0e-88	320	COG0156	7-keto-8-aminopelargonate synthetase and related enzymes	388
637450497	220	33.02	9	202	4	215	7.0e-45	173	COG0132	Dethiobiotin synthetase	223
637450498	433	35.63	16	433	12	444	3.0e-110	392	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
637450501	239	27.19	4	220	6	215	1.0e-28	120	COG0357	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	215
637450502	399	28.68	6	398	4	390	4.0e-70	258	COG1453	Predicted oxidoreductases of the aldo/keto reductase family	391
637450503	121	32.35	32	93	1	68	1.0e-09	55.8	COG1141	Ferredoxin	68
637450507	348	40.46	1	344	1	342	1.0e-91	330	COG0820	Predicted Fe-S-cluster redox enzyme	349
637450511	1097	54.17	15	1066	24	1060	0.0e+00	1279	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1060
637450512	264	44.57	4	259	1	255	7.0e-74	270	COG0084	Mg-dependent DNase	256
637450513	97	40.66	1	91	1	84	2.0e-08	51.1	COG0268	Ribosomal protein S20	88
637450514	428	47.97	10	428	6	423	0.0e+00	508	COG0141	Histidinol dehydrogenase	425
637450515	231	50	1	224	6	225	2.0e-69	255	COG0120	Ribose 5-phosphate isomerase	227
637450516	380	35.68	13	380	1	345	5.0e-65	241	COG0265	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	347
637450517	155	21.83	9	150	10	149	3.0e-15	74.5	COG0779	Uncharacterized protein conserved in bacteria	153
637450518	467	46.5	182	381	1	186	1.0e-41	164	COG0195	Transcription elongation factor	190
637450519	86	26.74	1	83	1	86	1.0e-06	44.9	COG2740	Predicted nucleic-acid-binding protein implicated in transcription termination	95
637450520	1169	58.12	659	1167	1	507	0.0e+00	647	COG0532	Translation initiation factor 2 (IF-2; GTPase)	509
637450522	515	20.58	8	406	11	419	4.0e-24	106	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
637450524	539	20.77	79	529	24	485	3.0e-37	150	COG1032	Fe-S oxidoreductase	490
637450525	118	25.25	17	115	2	99	1.0e-16	78.1	COG2127	Uncharacterized conserved protein	107
637450526	408	28.71	9	405	4	385	7.0e-67	248	COG0436	Aspartate/tyrosine/aromatic aminotransferase	393
637450527	605	39.71	6	409	8	413	1.0e-94	341	COG1530	Ribonucleases G and E	487
637450528	209	44.75	23	202	3	181	5.0e-48	184	COG0164	Ribonuclease HII	199
637450530	281	38.11	1	278	1	277	2.0e-60	226	COG0077	Prephenate dehydratase	279
637450532	218	27.23	6	210	9	215	1.0e-31	130	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	221
637450533	106	63.73	5	106	1	102	9.0e-34	135	COG0051	Ribosomal protein S10	104
637450534	399	78.7	1	399	1	394	0.0e+00	669	COG0050	GTPases - translation elongation factors	394
637450535	691	63.17	1	689	1	693	0.0e+00	955	COG0480	Translation elongation factors (GTPases)	697
637450536	156	55.41	2	149	1	148	1.0e-50	192	COG0049	Ribosomal protein S7	148
637450537	125	73.98	1	123	7	129	9.0e-49	185	COG0048	Ribosomal protein S12	129
637450538	1521	55.01	719	1224	1	484	0.0e+00	624	COG0069	Glutamate synthase domain 2	485
637450540	297	52.23	5	295	18	306	6.0e-119	420	COG0320	Lipoate synthase	306
637450541	228	26.6	41	227	2	203	1.0e-10	60.2	COG1961	Site-specific recombinases, DNA invertase Pin homologs	222
637450548	320	22.52	7	267	4	258	1.0e-17	84	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
637450551	606	19.06	10	349	7	296	2.0e-21	97.4	COG2073	Cobalamin biosynthesis protein CbiG	298
637450551	606	47.79	359	606	1	246	9.0e-78	284	COG1010	Precorrin-3B methylase	249
637450552	267	19.84	1	254	1	213	7.0e-11	61.3	COG0546	Predicted phosphatases	220
637450554	395	37.67	20	395	1	360	3.0e-97	349	COG0787	Alanine racemase	360
637450555	168	38.73	11	150	1	142	4.0e-20	90.8	COG1403	Restriction endonuclease	146
637450556	364	48.06	5	361	4	362	3.0e-120	425	COG0216	Protein chain release factor A	363
637450557	86	43.24	3	73	2	75	2.0e-17	81.1	COG0254	Ribosomal protein L31	75
637450558	136	50.39	8	136	3	130	4.0e-39	153	COG0103	Ribosomal protein S9	130
637450559	143	56.34	3	143	2	143	9.0e-50	188	COG0102	Ribosomal protein L13	148
637450560	268	41.83	1	263	1	260	5.0e-72	264	COG0101	Pseudouridylate synthase	266
637450561	116	50.86	1	116	1	116	9.0e-32	128	COG0203	Ribosomal protein L17	116
637450562	312	37.38	12	312	8	311	1.0e-65	243	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
637450563	130	62.5	3	130	2	129	8.0e-44	168	COG0100	Ribosomal protein S11	129
637450564	121	59.5	1	120	1	121	8.0e-35	139	COG0099	Ribosomal protein S13	121
637450565	38	68.42	1	38	1	38	5.0e-06	42.9	COG0257	Ribosomal protein L36	38
637450566	184	43.17	3	182	1	178	4.0e-36	144	COG0563	Adenylate kinase and related kinases	178
637450567	439	41.72	9	438	4	432	2.0e-88	320	COG0201	Preprotein translocase subunit SecY	436
637450568	152	47.65	5	149	3	151	2.0e-26	111	COG0200	Ribosomal protein L15	152
637450569	206	43.96	25	206	1	180	3.0e-47	181	COG0098	Ribosomal protein S5	181
637450570	122	52.89	3	122	5	125	2.0e-32	131	COG0256	Ribosomal protein L18	125
637450571	179	58.1	1	178	1	178	1.0e-53	202	COG0097	Ribosomal protein L6P/L9E	178
637450572	133	54.89	1	133	1	132	4.0e-44	169	COG0096	Ribosomal protein S8	132
637450573	178	60.23	3	178	4	179	5.0e-67	247	COG0094	Ribosomal protein L5	180
637450574	118	48.57	15	118	2	104	2.0e-15	74.6	COG0198	Ribosomal protein L24	104
637450575	121	65.57	1	121	1	122	4.0e-47	179	COG0093	Ribosomal protein L14	122
637450576	88	49.37	1	79	6	84	5.0e-18	82.6	COG0186	Ribosomal protein S17	87
637450577	72	34.62	8	59	6	57	1.0e-05	41.8	COG0255	Ribosomal protein L29	69
637450578	160	61.03	1	134	2	135	5.0e-48	183	COG0197	Ribosomal protein L16/L10E	146
637450579	243	50.85	12	241	1	232	3.0e-65	241	COG0092	Ribosomal protein S3	233
637450580	128	47.01	4	120	4	120	3.0e-31	127	COG0091	Ribosomal protein L22	120
637450581	91	64.84	1	91	1	91	6.0e-36	142	COG0185	Ribosomal protein S19	93
637450582	287	56.16	1	276	1	275	1.0e-99	356	COG0090	Ribosomal protein L2	275
637450583	100	48.39	9	99	1	93	6.0e-23	99.1	COG0089	Ribosomal protein L23	94
637450584	210	46.48	1	210	1	212	2.0e-48	185	COG0088	Ribosomal protein L4	214
637450585	217	46.63	2	205	1	208	2.0e-60	225	COG0087	Ribosomal protein L3	218
637450589	258	18.82	1	258	1	216	1.0e-06	47.4	COG0546	Predicted phosphatases	220
637450590	370	59.57	17	294	5	279	2.0e-81	296	COG0468	RecA/RadA recombinase	279
637450593	279	30.63	1	277	4	279	2.0e-52	199	COG0287	Prephenate dehydrogenase	279
637450594	501	23.59	1	497	1	486	8.0e-53	201	COG1233	Phytoene dehydrogenase and related proteins	487
637450595	292	38.79	15	291	12	285	8.0e-58	217	COG3001	Fructosamine-3-kinase	286
637450597	382	44.44	12	243	3	236	2.0e-62	233	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	254
637450598	386	40	207	386	31	198	4.0e-43	168	COG2109	ATP:corrinoid adenosyltransferase	198
637450599	274	43.3	14	274	5	262	7.0e-72	264	COG1606	ATP-utilizing enzymes of the PP-loop superfamily	269
637450600	142	43.64	23	132	15	124	1.0e-31	128	COG1586	S-adenosylmethionine decarboxylase	136
637450601	323	29.75	1	323	40	356	5.0e-57	215	COG1195	Recombinational DNA repair ATPase (RecF pathway)	363
637450604	989	37.97	16	989	4	910	0.0e+00	905	COG2352	Phosphoenolpyruvate carboxylase	910
637450605	372	23.6	6	350	3	347	4.0e-57	215	COG2170	Uncharacterized conserved protein	369
637450606	506	40.45	21	502	1	455	0.0e+00	461	COG0147	Anthranilate/para-aminobenzoate synthases component I	462
637450609	423	36.34	9	423	3	378	7.0e-62	231	COG0772	Bacterial cell division membrane protein	381
637450610	355	42.22	99	323	54	265	2.0e-54	206	COG0489	ATPases involved in chromosome partitioning	265
637450611	342	52.74	4	325	1	302	4.0e-120	424	COG0408	Coproporphyrinogen III oxidase	303
637450615	435	27.79	23	425	1	403	5.0e-52	198	COG4370	Uncharacterized protein conserved in bacteria	412
637450619	347	45.7	1	336	4	338	1.0e-109	389	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	345
637450620	510	33.57	5	276	3	280	1.0e-63	237	COG0414	Panthothenate synthetase	285
637450620	510	48.43	279	500	1	218	2.0e-67	250	COG0283	Cytidylate kinase	222
637450621	157	33.97	2	156	1	138	1.0e-26	112	COG0394	Protein-tyrosine-phosphatase	139
637450624	236	52.38	5	235	3	230	6.0e-70	257	COG5398	Heme oxygenase	238
637450626	474	48.49	12	474	2	406	0.0e+00	523	COG0538	Isocitrate dehydrogenases	407
637450627	452	22.37	1	445	1	413	7.0e-41	162	COG3395	Uncharacterized protein conserved in bacteria	413
637450628	284	18.9	11	271	11	296	2.0e-22	99.3	COG2017	Galactose mutarotase and related enzymes	308
637450629	301	21.82	30	301	15	282	2.0e-25	110	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
637450630	455	30.07	25	430	11	383	4.0e-32	133	COG0475	Kef-type K+ transport systems, membrane components	397
637450631	848	44.87	32	834	7	750	0.0e+00	801	COG0058	Glucan phosphorylase	750
637450634	249	28.81	24	248	1	234	5.0e-33	135	COG0571	dsRNA-specific ribonuclease	235
637450636	179	32.96	1	178	1	174	7.0e-30	123	COG0806	RimM protein, required for 16S rRNA processing	174
637450637	631	46.99	1	631	1	597	0.0e+00	683	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
637450639	80	54.43	1	79	1	79	4.0e-12	63	COG0236	Acyl carrier protein	80
637450640	414	52.9	3	414	1	412	0.0e+00	490	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
637450641	668	59.58	7	668	4	662	0.0e+00	1005	COG0021	Transketolase	663
637450642	456	65.57	13	434	1	422	0.0e+00	700	COG0422	Thiamine biosynthesis protein ThiC	432
637450644	386	42.08	7	384	4	388	2.0e-98	353	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
637450646	352	49.84	30	345	13	325	3.0e-108	385	COG2255	Holliday junction resolvasome, helicase subunit	332
637450647	175	50.99	25	175	1	150	4.0e-46	177	COG0691	tmRNA-binding protein	153
637450649	512	53	1	497	10	501	0.0e+00	640	COG1190	Lysyl-tRNA synthetase (class II)	502
637450650	248	48.05	6	234	3	223	4.0e-61	227	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
637450653	350	60.65	5	338	2	339	7.0e-117	413	COG1077	Actin-like ATPase involved in cell morphogenesis	342
637450654	123	32.28	1	120	1	126	2.0e-18	84.4	COG0629	Single-stranded DNA-binding protein	167
637450655	219	32.49	27	219	16	208	1.0e-27	116	COG0586	Uncharacterized membrane-associated protein	208
637450656	472	52.53	13	464	4	420	0.0e+00	610	COG0499	S-adenosylhomocysteine hydrolase	420
637450657	145	36.76	1	135	3	135	6.0e-33	133	COG0802	Predicted ATPase or kinase	149
637450658	332	25.44	5	330	1	310	2.0e-40	159	COG0524	Sugar kinases, ribokinase family	311
637450659	304	21.98	32	301	24	280	6.0e-27	114	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
637450660	333	41.43	24	322	9	329	5.0e-71	261	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
637450661	469	40.36	26	464	11	447	1.0e-107	384	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
637450663	123	27.35	6	117	5	121	9.0e-08	49	COG0239	Integral membrane protein possibly involved in chromosome condensation	126
637450665	655	58.98	11	655	3	635	0.0e+00	934	COG0187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	635
637450666	299	39.34	5	299	2	306	2.0e-72	265	COG0324	tRNA delta(2)-isopentenylpyrophosphate transferase	308
637450667	190	51.15	8	181	1	174	6.0e-54	203	COG0290	Translation initiation factor 3 (IF-3)	176
637450668	323	29.03	3	126	2	123	3.0e-22	99.5	COG1725	Predicted transcriptional regulators	125
637450669	244	55.73	1	192	3	194	3.0e-63	235	COG1045	Serine acetyltransferase	194
637450675	158	52.56	1	155	1	151	2.0e-48	184	COG0054	Riboflavin synthase beta-chain	152
637450677	915	40.22	81	911	2	805	0.0e+00	732	COG0249	Mismatch repair ATPase (MutS family)	843
637450678	207	38.39	1	207	4	207	1.0e-39	156	COG2082	Precorrin isomerase	210
637450679	333	22.33	1	318	16	314	1.0e-22	100	COG1466	DNA polymerase III, delta subunit	334
637450680	586	38.66	1	414	1	447	1.0e-93	337	COG0527	Aspartokinases	447
637450681	679	61.98	1	675	2	659	0.0e+00	1033	COG0556	Helicase subunit of the DNA excision repair complex	663
637450683	336	27.67	36	281	25	263	9.0e-29	121	COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	298
637450684	667	43.06	25	577	9	552	0.0e+00	547	COG0595	Predicted hydrolase of the metallo-beta-lactamase superfamily	555
637450685	302	46.02	9	295	1	288	2.0e-80	292	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
637450686	343	48.96	11	340	1	334	6.0e-94	337	COG0136	Aspartate-semialdehyde dehydrogenase	334
637450687	473	30.7	8	444	3	434	4.0e-65	242	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
637450688	215	68.04	22	215	1	194	4.0e-81	294	COG0740	Protease subunit of ATP-dependent Clp proteases	200
637450689	455	61.32	11	434	1	389	0.0e+00	597	COG1219	ATP-dependent protease Clp, ATPase subunit	408
637450690	579	45.05	3	365	1	361	7.0e-95	341	COG2812	DNA polymerase III, gamma/tau subunits	515
637450691	433	24.7	21	430	1	414	2.0e-36	147	COG1215	Glycosyltransferases, probably involved in cell wall biogenesis	439
637450693	65	52.31	1	65	1	65	2.0e-08	50.6	COG0291	Ribosomal protein L35	65
637450694	115	62.83	1	113	1	113	1.0e-33	134	COG0292	Ribosomal protein L20	118
637450696	265	55.21	1	258	2	254	2.0e-99	355	COG2022	Uncharacterized enzyme of thiazole biosynthesis	262
637450697	397	23.75	1	374	1	314	1.0e-30	127	COG0451	Nucleoside-diphosphate-sugar epimerases	314
